DATE,TMIN,TMAX,TAVG
2014-05-20,21,29.9,25.45
2014-05-21,30.6,,
2014-05-23,18.4,,
2014-05-24,29.4,,
2014-05-26,23.8,,
2014-05-28,23.8,,
2014-05-29,18,,
2014-05-30,17.5,28.1,22.8
2014-05-31,20,28.9,24.45
2014-06-01,19,28.4,23.7
2014-06-02,28.6,,
2014-06-03,21.2,28.2,24.7
2014-06-04,21.5,28.5,25
2014-06-05,29.3,,
2014-06-06,21.2,27.1,24.15
2014-06-07,21.5,27.8,24.65
2014-06-08,21.2,28.8,25
2014-06-09,21.2,28.2,24.7
2014-06-10,21.2,29.2,25.2
2014-06-11,20.4,29,24.7
2014-06-14,20.6,29,24.8
2014-06-15,29.6,,
2014-06-16,21.6,29.6,25.6
2014-06-17,21.6,29.8,25.7
2014-06-18,21.8,28.7,25.25
2014-06-19,21,29.5,25.25
2014-06-21,22,25.1,23.55
2014-06-22,20.6,26.2,23.4
2014-06-23,20.6,26.9,23.75
2014-06-24,21.2,26.7,23.95
2014-06-25,28.7,,
2014-06-26,20.5,29.3,24.9
2014-06-27,21.6,28.7,25.15
2014-06-28,21.5,28.4,24.95
2014-06-29,21.4,28.2,24.8
2014-06-30,21.3,27.8,24.55
2014-07-01,24.5,,
2014-07-02,21.2,26.9,24.05
2014-07-03,28.8,,
2014-07-04,21.2,28.5,24.85
2014-07-05,21.5,30,25.75
2014-07-06,28,,
2014-07-07,20.6,27.8,24.2
2014-07-08,22,28.4,25.2
2014-07-10,21.2,29.4,25.3
2014-07-11,21.6,28.8,25.2
2014-07-12,22,,
2014-07-15,21,27,24
2014-07-16,22,29.2,25.6
2014-07-17,21.8,29,25.4
2014-07-18,21.5,29,25.25
2014-07-19,21.4,29.9,25.65
2014-07-20,21.6,29.9,25.75
2014-07-21,22,29.9,25.95
2014-07-22,21.6,30.7,26.15
2014-07-23,21.5,28.9,25.2
2014-07-24,20.5,27.4,23.95
2014-07-25,21,28.7,24.85
2014-07-26,21.5,29.4,25.45
2014-07-27,21,29.5,25.25
2014-07-28,19.5,29.8,24.65
2014-07-29,29.2,,
2014-07-30,21,29,25
2014-07-31,21,30.8,25.9
2014-08-01,20.2,30,25.1
2014-08-02,21,29.2,25.1
2014-08-03,21.5,29.5,25.5
2014-08-04,21.5,29.6,25.55
2014-08-05,22.5,29.4,25.95
2014-08-06,20.6,29.6,25.1
2014-08-07,20.6,29.1,24.85
2014-08-08,20.3,29.8,25.05
2014-08-09,28.3,,
2014-08-12,20.8,28.5,24.65
2014-08-14,20.5,22.8,21.65
2014-08-15,24.8,,
2014-08-16,20.2,27.2,23.7
2014-08-17,20,27.1,23.55
2014-08-20,20.8,,
2014-08-21,20.4,27.8,24.1
2014-08-22,20.2,27,23.6
2014-08-24,20.4,26.1,23.25
2014-08-25,24.8,,
2014-08-26,20.6,27.2,23.9
2014-08-27,20,27.9,23.95
2014-08-28,19.8,29.6,24.7
2014-08-29,20.2,30.2,25.2
2014-08-30,20,29.6,24.8
2014-08-31,20.8,28.1,24.45
2014-09-01,20,28.8,24.4
2014-09-02,21,29.6,25.3
2014-09-03,20,29.3,24.65
2014-09-04,20.4,28.9,24.65
2014-09-05,20,28.6,24.3
2014-09-06,20.8,29.2,25
2014-09-07,20.2,28.8,24.5
2014-09-08,20.4,29.5,24.95
2014-09-09,20,24.3,22.15
2014-09-10,20,25.6,22.8
2014-09-11,20,27.2,23.6
2014-09-12,19,,
2014-09-13,20,28.2,24.1
2014-09-14,19.6,28.2,23.9
2014-09-15,20.4,,
2014-09-16,19.4,28.4,23.9
2014-09-17,19.2,29.4,24.3
2014-09-18,20,30.2,25.1
2014-09-19,21.2,,
2014-09-20,19.6,26.5,23.05
2014-09-21,18.8,25.5,22.15
2014-09-22,19.2,27.4,23.3
2014-09-23,19,,
2014-09-24,18,,
2014-09-25,19.2,26.6,22.9
2014-09-26,19.5,27.2,23.35
2014-09-27,19.1,26.2,22.65
2014-09-28,19,27,23
2014-09-29,16.9,26.7,21.8
2014-09-30,17.2,26.8,22
2014-10-01,16.2,28.2,22.2
2014-10-02,16.6,27.5,22.05
2014-10-03,16.2,27,21.6
2014-10-04,16,27.8,21.9
2014-10-05,18,28.8,23.4
2014-10-06,29.5,,
2014-10-07,18,29.6,23.8
2014-10-08,17.5,29,23.25
2014-10-09,17,28.6,22.8
2014-10-11,17,,
2014-10-12,16,27.7,21.85
2014-10-14,17.5,24.4,20.95
2014-10-19,13.2,25.6,19.4
2014-10-20,13.5,25.6,19.55
2014-10-21,14.2,26,20.1
2014-10-22,15,27,21
2014-10-23,14.4,,
2014-10-24,14.8,,
2014-10-27,12.2,24.8,18.5
2014-10-28,13,24,18.5
2014-10-29,13.2,,
2014-10-30,13,,
2014-10-31,13.2,25.2,19.2
2014-11-01,13,25.2,19.1
2014-11-02,26,,
2014-11-03,13.7,26.6,20.15
2014-11-04,13.2,25.6,19.4
2014-11-09,13.5,25.4,19.45
2014-11-10,14,25.2,19.6
2014-11-27,10.4,21,15.7
2014-11-28,10.2,20.9,15.55
2014-11-29,10.2,20.2,15.2
2014-11-30,9.5,21.2,15.35
2014-12-01,10.2,21.5,15.85
2014-12-04,10.8,22.8,16.8
2014-12-07,10.2,22.9,16.55
2014-12-08,10.6,22.2,16.4
2014-12-09,10,21.6,15.8
2014-12-11,9,21.2,15.1
2014-12-13,9,21.2,15.1
2014-12-14,11.6,17.5,14.55
2014-12-15,10.8,,
2014-12-16,10.5,19.2,14.85
2014-12-21,8,19.8,13.9
2014-12-23,7.5,21,14.25
2014-12-24,7.4,20.8,14.1
2014-12-25,7,20.8,13.9
2014-12-27,7.6,,
2014-12-28,8,22,15
2014-12-29,8,21.2,14.6
2014-12-30,8.4,23,15.7
2014-12-31,8.2,23,15.6
2015-01-01,10,23.1,16.55
2015-01-02,11.8,20.8,16.3
2015-01-03,12,20.2,16.1
2015-01-04,12,21.5,16.75
2015-01-05,8.5,16.8,12.65
2015-01-06,9,19.6,14.3
2015-01-07,7.8,19.6,13.7
2015-01-08,6.8,19.4,13.1
2015-01-09,6.2,21.2,13.7
2015-01-11,6.8,21,13.9
2015-01-12,6.8,20,13.4
2015-01-13,6.8,21,13.9
2015-01-14,7.2,21.2,14.2
2015-01-15,7.8,22.2,15
2015-01-16,7.8,22.6,15.2
2015-01-17,8,,
2015-01-18,7,21.5,14.25
2015-01-19,22.8,,
2015-01-20,7,21,14
2015-01-21,7.5,21.4,14.45
2015-01-22,7.5,21.2,14.35
2015-01-23,20.5,,
2015-01-25,8,20,14
2015-01-26,8.6,19.6,14.1
2015-01-27,9.2,20.8,15
2015-01-28,8.2,21.8,15
2015-01-29,8.6,17.6,13.1
2015-01-30,6,19,12.5
2015-01-31,17.5,,
2015-02-01,5,18.5,11.75
2015-02-02,7,22.4,14.7
2015-02-03,8,23,15.5
2015-02-04,9,23.6,16.3
2015-02-05,9.5,20.4,14.95
2015-02-06,21.4,,
2015-02-07,10,21,15.5
2015-02-08,9,20.8,14.9
2015-02-09,10,21.9,15.95
2015-02-10,9.5,21.2,15.35
2015-02-11,9.5,21.2,15.35
2015-02-12,9.7,21.2,15.45
2015-02-13,8.6,20.8,14.7
2015-02-14,19.8,,
2015-02-15,10,,
2015-02-16,22.4,,
2015-02-17,10,22.5,16.25
2015-02-18,10.6,23,16.8
2015-02-19,9,21.8,15.4
2015-02-20,11,20.8,15.9
2015-02-21,12,21.4,16.7
2015-02-22,11.4,23.5,17.45
2015-02-23,12.6,,
2015-02-24,24.9,,
2015-02-25,14.9,23.7,19.3
2015-02-27,11.5,24.3,17.9
2015-02-28,12.5,26.8,19.65
2015-03-01,24,,
2015-03-02,10.8,12.7,11.75
2015-03-03,9.8,22.5,16.15
2015-03-04,9.9,23.2,16.55
2015-03-05,21.4,,
2015-03-06,1,21.8,11.4
2015-03-07,9.5,22.4,15.95
2015-03-08,23.2,,
2015-03-09,12,23.7,17.85
2015-03-11,12.4,25.9,19.15
2015-03-12,13,25.2,19.1
2015-03-13,13.5,26.7,20.1
2015-03-14,14.4,26.2,20.3
2015-03-15,26,,
2015-03-16,16.2,23.4,19.8
2015-03-17,12,,
2015-03-18,15,25,20
2015-03-20,12,25.8,18.9
2015-03-22,15,,
2015-03-23,27.2,,
2015-03-24,15.5,28.4,21.95
2015-03-25,15.5,28.8,22.15
2015-03-26,15.6,,
2015-03-27,17,23.2,20.1
2015-03-28,14,26.7,20.35
2015-03-29,27.2,,
2015-03-30,16.8,23,19.9
2015-03-31,12.8,,
2015-04-01,13.8,25.2,19.5
2015-04-02,15,24.7,19.85
2015-04-03,14,23.8,18.9
2015-04-04,13.6,27.4,20.5
2015-04-05,12,26,19
2015-04-06,25.6,,
2015-04-07,16,26.8,21.4
2015-04-08,25,,
2015-04-09,27.3,,
2015-04-10,14.5,27.8,21.15
2015-04-11,16.5,28,22.25
2015-04-12,16.5,28.2,22.35
2015-04-13,14.2,23.5,18.85
2015-04-15,16.6,28.5,22.55
2015-04-16,29.8,,
2015-04-17,17,28.2,22.6
2015-04-18,14.5,22,18.25
2015-04-19,14,25.8,19.9
2015-04-21,18.5,25.4,21.95
2015-04-23,14,26.8,20.4
2015-04-24,17.2,26.2,21.7
2015-04-28,16,25.3,20.65
2015-04-29,25.3,,
2015-04-30,15.5,25.8,20.65
2015-05-01,17.5,25,21.25
2015-05-02,17,28.4,22.7
2015-05-04,28.9,,
2015-05-07,17.6,30.6,24.1
2015-05-08,29,,
2015-05-10,29.5,,
2015-05-11,28.8,,
2015-05-13,18.2,28.3,23.25
2015-05-14,19.9,27,23.45
2015-05-15,21.2,,
2015-05-16,27.5,,
2015-05-17,17.8,28.5,23.15
2015-05-18,27.2,,
2015-05-19,19,27,23
2015-05-20,18.6,,
2015-05-21,19,28,23.5
2015-05-22,19.2,29.4,24.3
2015-05-23,18.5,29.8,24.15
2015-05-26,17.5,37.3,27.4
2015-05-29,20.5,28,24.25
2015-05-30,21,28,24.5
2015-05-31,28.7,,
2015-06-01,21.5,28.8,25.15
2015-06-02,19.4,,
2015-06-03,20.6,29.7,25.15
2015-06-04,21.1,29.5,25.3
2015-06-05,21.2,29.6,25.4
2015-06-06,20.5,29.2,24.85
2015-06-07,29.4,,
2015-06-08,21.6,29.5,25.55
2015-06-09,21.2,30,25.6
2015-06-10,21.6,28.6,25.1
2015-06-12,20,26.2,23.1
2015-06-13,20.4,27.2,23.8
2015-06-14,27,,
2015-06-15,19,27.7,23.35
2015-06-16,19,28.6,23.8
2015-06-17,20.8,29.1,24.95
2015-06-18,19.6,28.2,23.9
2015-06-19,20.5,28,24.25
2015-06-21,21.5,31,26.25
2015-06-22,30.3,,
2015-06-23,28.4,,
2015-06-24,21.5,27.2,24.35
2015-06-25,21.6,28,24.8
2015-06-26,21.5,26.8,24.15
2015-06-27,27.2,,
2015-06-28,24.4,,
2015-06-29,20.5,28.4,24.45
2015-06-30,28.3,,
2015-07-01,19.8,28.8,24.3
2015-07-02,28.3,,
2015-07-03,21.5,27.5,24.5
2015-07-05,21,27.4,24.2
2015-07-06,22,27.8,24.9
2015-07-07,21.5,30.4,25.95
2015-07-08,21,29.8,25.4
2015-07-10,21.5,25,23.25
2015-07-11,29.4,,
2015-07-12,20,28.8,24.4
2015-07-13,28.9,,
2015-07-16,28,,
2015-07-17,20.8,30,25.4
2015-07-19,28.5,,
2015-07-21,20.8,29,24.9
2015-07-22,20.5,28.2,24.35
2015-07-23,20.8,28.4,24.6
2015-07-24,20.5,29,24.75
2015-07-25,20.6,,
2015-07-26,30,,
2015-07-27,29.5,,
2015-07-28,19.8,,
2015-07-30,21,29.5,25.25
2015-07-31,20,26,23
2015-08-01,20.2,26.7,23.45
2015-08-02,28.3,,
2015-08-03,21.5,26.5,24
2015-08-04,21,27.4,24.2
2015-08-05,27,,
2015-08-06,20.5,25,22.75
2015-08-07,26.8,,
2015-08-08,21.4,28.4,24.9
2015-08-10,28.8,,
2015-08-11,19.2,28.8,24
2015-08-12,21,28.2,24.6
2015-08-13,28.2,,
2015-08-14,28,,
2015-08-16,29,,
2015-08-18,21,27,24
2015-08-19,21.2,26.8,24
2015-08-21,20.8,26,23.4
2015-08-22,27,,
2015-08-25,20.8,28.8,24.8
2015-08-26,20.6,27,23.8
2015-08-29,20,28.8,24.4
2015-09-01,20.4,27.4,23.9
2015-09-03,20.8,27.2,24
2015-09-04,20.4,24.2,22.3
2015-09-05,27.3,,
2015-09-08,28,,
2015-09-10,21,28.7,24.85
2015-09-11,21,29.2,25.1
2015-09-12,20,28.4,24.2
2015-09-15,28.4,,
2015-09-16,27.9,,
2015-09-17,28.8,,
2015-09-20,27.4,,
2015-09-21,20,26.2,23.1
2015-09-22,19.9,27.2,23.55
2015-09-23,20.4,26.5,23.45
2015-09-24,21.8,,
2015-09-25,20,24.6,22.3
2015-09-26,22.8,,
2015-09-27,17.5,,
2015-09-28,27.9,,
2015-09-29,28,,
2015-09-30,18,28.3,23.15
2015-10-01,18.6,28.3,23.45
2015-10-03,19,27.3,23.15
2015-10-04,17,27.4,22.2
2015-10-05,28.7,,
2015-10-06,16.4,28.9,22.65
2015-10-07,17,28.3,22.65
2015-10-08,16.2,27.8,22
2015-10-10,16.5,26.7,21.6
2015-10-15,15.4,31.6,23.5
2015-10-17,25,,
2015-10-19,26.3,,
2015-10-20,16.5,26.1,21.3
2015-10-22,17,25,21
2015-10-23,16,25,20.5
2015-10-24,12.5,24.7,18.6
2015-10-25,11.4,25,18.2
2015-10-26,14.8,24.8,19.8
2015-10-27,24.8,,
2015-10-28,15,25.3,20.15
2015-10-29,24,,
2015-10-30,22.8,,
2015-11-02,14.2,24.2,19.2
2015-11-03,15.4,23.5,19.45
2015-11-04,23.7,,
2015-11-06,23,,
2015-11-07,22.7,,
2015-11-08,12.8,24,18.4
2015-11-09,12.5,23.5,18
2015-11-10,12.6,,
2015-11-11,11.5,24,17.75
2015-11-12,12,,
2015-11-14,23.6,,
2015-11-15,21.8,,
2015-11-16,13,22.2,17.6
2015-11-18,12,22.4,17.2
2015-11-19,12,24.2,18.1
2015-11-21,11.8,23.2,17.5
2015-11-22,11.8,,
2015-11-23,23.2,,
2015-11-25,22.5,,
2015-11-30,22,,
2015-12-02,11.6,21.2,16.4
2015-12-03,11.6,20.5,16.05
2015-12-06,10.1,21.5,15.8
2015-12-10,19.8,,
2015-12-11,8.9,20,14.45
2015-12-12,20.3,,
2015-12-13,8.7,18,13.35
2015-12-14,9.1,17.9,13.5
2015-12-16,6.6,15.5,11.05
2015-12-18,6.3,16.4,11.35
2015-12-20,17.2,,
2015-12-21,6.2,16.2,11.2
2015-12-22,6,17.8,11.9
2015-12-23,5.8,16.4,11.1
2015-12-25,4.8,17.4,11.1
2015-12-26,5,19,12
2015-12-29,7,20.2,13.6
2015-12-30,7.5,20,13.75
2016-01-02,8,21,14.5
2016-01-03,8.6,19.5,14.05
2016-01-06,9.6,18.8,14.2
2016-01-07,19.4,,
2016-01-08,18.3,,
2016-01-10,18.3,,
2016-01-12,7.8,18.5,13.15
2016-01-14,7.8,18.6,13.2
2016-01-16,7.5,17,12.25
2016-01-17,7,18,12.5
2016-01-18,7.5,17.8,12.65
2016-01-20,9,17,13
2016-01-22,6.5,18,12.25
2016-01-25,5.4,17.8,11.6
2016-01-26,7,17.4,12.2
2016-01-27,14.2,,
2016-01-28,7.4,15.8,11.6
2016-01-31,18.4,,
2016-02-01,10,17.5,13.75
2016-02-03,9.8,18.9,14.35
2016-02-04,8,19,13.5
2016-02-05,8.6,19.5,14.05
2016-02-06,9.5,21.9,15.7
2016-02-08,16.5,,
2016-02-09,6.5,20.5,13.5
2016-02-10,10,20.3,15.15
2016-02-12,7.5,20.3,13.9
2016-02-13,8.3,20.7,14.5
2016-02-14,20.6,,
2016-02-15,21.7,,
2016-02-16,10.3,22.4,16.35
2016-02-17,10.3,23.5,16.9
2016-02-19,13.2,23.4,18.3
2016-02-20,14.6,23.3,18.95
2016-02-21,11.5,25.5,18.5
2016-02-22,11.7,23.4,17.55
2016-02-24,10.5,22.4,16.45
2016-02-25,10.1,23.2,16.65
2016-02-26,11.6,22.4,17
2016-02-27,24.6,,
2016-02-28,24.8,,
2016-03-01,11.5,25.3,18.4
2016-03-02,12.5,24,18.25
2016-03-03,13.8,24,18.9
2016-03-04,13.8,23.4,18.6
2016-03-05,14.8,24.8,19.8
2016-03-06,24.7,,
2016-03-07,10.9,25.6,18.25
2016-03-08,26.6,,
2016-03-09,13.6,25.8,19.7
2016-03-10,14,26.4,20.2
2016-03-11,14,25.7,19.85
2016-03-12,25.6,,
2016-03-13,16,23.5,19.75
2016-03-14,13,24.9,18.95
2016-03-16,12.8,24.5,18.65
2016-03-17,12.5,24.5,18.5
2016-03-18,13.5,23.8,18.65
2016-03-20,14.8,25.8,20.3
2016-03-21,14.8,26.4,20.6
2016-03-22,13.5,25,19.25
2016-03-23,13,,
2016-03-24,14,25.8,19.9
2016-03-25,15,28.4,21.7
2016-03-26,16.5,27.8,22.15
2016-03-27,28,,
2016-03-28,16.6,24.9,20.75
2016-03-29,24.7,,
2016-03-30,25.5,,
2016-04-01,14.8,23,18.9
2016-04-06,18,27.7,22.85
2016-04-07,17.8,28.8,23.3
2016-04-08,18.6,29.8,24.2
2016-04-09,18,30,24
2016-04-13,16.6,28.7,22.65
2016-04-14,18.4,28.9,23.65
2016-04-15,15.4,29.8,22.6
2016-04-16,17.8,29,23.4
2016-04-19,27.4,,
2016-04-20,19.4,27.5,23.45
2016-04-21,18.6,27,22.8
2016-04-22,17.8,27.8,22.8
2016-04-23,17.6,27.8,22.7
2016-04-24,29.5,,
2016-04-27,13.4,28.6,21
2016-04-28,18.7,30.2,24.45
2016-04-29,17.5,30.4,23.95
2016-04-30,18.5,29.7,24.1
2016-05-01,14.8,30.1,22.45
2016-05-02,18.2,27.4,22.8
2016-05-03,17.5,28.6,23.05
2016-05-06,17.4,37.2,27.3
2016-05-07,15,24.5,19.75
2016-05-08,17,27,22
2016-05-10,20.4,29,24.7
2016-05-11,29,,
2016-05-14,26.5,,
2016-05-15,19.6,28.3,23.95
2016-05-16,19.8,28,23.9
2016-05-17,20.3,29.8,25.05
2016-05-18,15,27,21
2016-05-20,25,,
2016-05-21,17.5,27,22.25
2016-05-23,19.6,28.2,23.9
2016-05-24,17.5,28.1,22.8
2016-05-25,18.4,25.8,22.1
2016-05-26,17,25.9,21.45
2016-05-27,16.9,27,21.95
2016-05-28,19,26.8,22.9
2016-05-30,26.3,,
2016-05-31,17.9,26.1,22
2016-06-01,18,26.8,22.4
2016-06-02,18,27.5,22.75
2016-06-03,20.4,28.5,24.45
2016-06-04,21,29.5,25.25
2016-06-05,20,28.5,24.25
2016-06-06,20,27.4,23.7
2016-06-08,20,27.3,23.65
2016-06-09,19.7,27.4,23.55
2016-06-10,28.2,,
2016-06-11,20.5,28.8,24.65
2016-06-12,27.7,,
2016-06-13,19.8,26.3,23.05
2016-06-14,21,26.9,23.95
2016-06-15,21,26.8,23.9
2016-06-18,21,29,25
2016-06-19,21,27.6,24.3
2016-06-20,20.6,27.8,24.2
2016-06-21,20.5,26,23.25
2016-06-22,20,27,23.5
2016-06-23,21,27,24
2016-06-24,25.6,,
2016-06-25,21,28.2,24.6
2016-06-26,21,28.7,24.85
2016-06-27,21.6,29,25.3
2016-06-28,22.1,29.5,25.8
2016-06-29,22.4,29.3,25.85
2016-06-30,21.3,26.6,23.95
2016-07-01,21,24.6,22.8
2016-07-02,21,29,25
2016-07-03,20.8,27.9,24.35
2016-07-05,21.2,25.5,23.35
2016-07-06,21.2,27.2,24.2
2016-07-07,21,27.8,24.4
2016-07-15,22,28,25
2016-07-16,21,29.6,25.3
2016-07-18,21,27.2,24.1
2016-07-21,21.2,27.1,24.15
2016-07-22,21.5,26.2,23.85
2016-07-23,20.6,25,22.8
2016-07-24,20.2,24.7,22.45
2016-07-25,20.2,25.4,22.8
2016-07-27,20.2,24.4,22.3
2016-07-28,20.5,25.2,22.85
2016-07-31,19.8,28.6,24.2
2016-08-01,20.8,30.4,25.6
2016-08-05,21,30.2,25.6
2016-08-06,29.5,,
2016-08-09,20.6,29.9,25.25
2016-08-11,21.2,28.3,24.75
2016-08-12,21,28.9,24.95
2016-08-13,29.9,,
2016-08-14,21.3,,
2016-08-15,21,29.8,25.4
2016-08-16,21.2,29.4,25.3
2016-08-17,20.4,29.6,25
2016-08-18,21.7,30.6,26.15
2016-08-19,20.7,28.6,24.65
2016-08-20,20.6,29.5,25.05
2016-08-21,21.2,31.4,26.3
2016-08-22,21,28.4,24.7
2016-08-23,21,27.6,24.3
2016-08-24,20.5,29.7,25.1
2016-08-25,21.5,30.4,25.95
2016-08-27,29.8,,
2016-08-28,21.8,29.3,25.55
2016-08-29,28.1,,
2016-08-30,28.3,,
2016-09-01,20.7,28.3,24.5
2016-09-04,28,,
2016-09-05,21.5,31.3,26.4
2016-09-06,21,29.5,25.25
2016-09-08,29,,
2016-09-09,19.8,28.2,24
2016-09-10,20.5,27.5,24
2016-09-11,20.5,,
2016-09-12,19.4,25.5,22.45
2016-09-13,19.6,26.4,23
2016-09-14,20,29,24.5
2016-09-15,20.4,,
2016-09-16,20,28.2,24.1
2016-09-17,20.2,25.6,22.9
2016-09-18,20,28.4,24.2
2016-09-19,20,27.6,23.8
2016-09-20,20.6,27,23.8
2016-09-21,19.6,25,22.3
2016-09-22,20,27.6,23.8
2016-09-23,19.4,26.6,23
2016-09-24,19,26.6,22.8
2016-09-25,20,,
2016-09-26,13,,
2016-09-27,19.5,26.5,23
2016-09-30,20,28.4,24.2
2016-10-01,20.2,28.4,24.3
2016-10-02,19.8,28.6,24.2
2016-10-03,30.4,,
2016-10-05,19.9,29,24.45
2016-10-06,19.4,29.3,24.35
2016-10-07,18.8,,
2016-10-08,19,26.7,22.85
2016-10-09,24,,
2016-10-10,18.8,28.4,23.6
2016-10-11,18.8,27.5,23.15
2016-10-12,19,24.4,21.7
2016-10-13,18.5,23,20.75
2016-10-14,18,24.3,21.15
2016-10-15,16,26.5,21.25
2016-10-16,16.8,28.4,22.6
2016-10-17,16.2,27,21.6
2016-10-18,14.8,29,21.9
2016-10-19,11,28.2,19.6
2016-10-20,13.5,27.4,20.45
2016-10-21,14,26,20
2016-10-22,14,,
2016-10-24,14.6,,
2016-10-25,14.4,27.6,21
2016-10-26,15,,
2016-10-27,14.8,,
2016-10-31,13.2,26.8,20
2016-11-01,13.5,26.6,20.05
2016-11-02,13.8,26.8,20.3
2016-11-03,14,27,20.5
2016-11-04,13.5,27.4,20.45
2016-11-05,12.8,24.8,18.8
2016-11-06,13.2,24.5,18.85
2016-11-07,13,25.1,19.05
2016-11-08,13,24,18.5
2016-11-09,13.5,25,19.25
2016-11-10,13.8,24.3,19.05
2016-11-12,24.8,,
2016-11-13,26.2,,
2016-11-14,12.8,23.8,18.3
2016-11-15,12.2,23.7,17.95
2016-11-16,11.4,24.3,17.85
2016-11-17,10.8,23.5,17.15
2016-11-24,11.4,21.5,16.45
2016-11-25,10.5,21,15.75
2016-11-26,11.6,22.5,17.05
2016-11-27,12,21.6,16.8
2016-11-28,12,22.6,17.3
2016-11-29,11.5,23,17.25
2016-11-30,11.8,22.2,17
2016-12-01,11.9,22.8,17.35
2016-12-03,11.8,21.7,16.75
2016-12-06,10.4,23,16.7
2016-12-07,10.1,23.6,16.85
2016-12-08,10.1,23.5,16.8
2016-12-09,10.3,21.8,16.05
2016-12-10,9.7,23.1,16.4
2016-12-11,10.3,22,16.15
2016-12-12,9.4,20.6,15
2016-12-13,9,21.3,15.15
2016-12-14,8.9,20,14.45
2016-12-15,8.4,21.2,14.8
2016-12-16,9.3,21.2,15.25
2016-12-17,9.7,20.8,15.25
2016-12-20,10.4,20.7,15.55
2016-12-21,21.3,,
2016-12-22,11.4,21.8,16.6
2016-12-23,13.4,23,18.2
2016-12-24,11.5,22.5,17
2016-12-25,10.4,21.4,15.9
2016-12-26,9.5,19.7,14.6
2016-12-28,8.2,19.2,13.7
2016-12-29,8.5,21.7,15.1
2016-12-30,8.5,22.8,15.65
2017-01-01,9,21.3,15.15
2017-01-02,8.5,19.8,14.15
2017-01-04,7.8,21.5,14.65
2017-01-05,8.6,21,14.8
2017-01-06,19.2,,
2017-01-07,7,19.8,13.4
2017-01-08,7.5,,
2017-01-11,6.2,16.8,11.5
2017-01-12,18.3,,
2017-01-13,5,18,11.5
2017-01-14,5.4,17.4,11.4
2017-01-15,5.6,18.8,12.2
2017-01-16,18.3,,
2017-01-17,6.4,18.3,12.35
2017-01-21,7.7,20.3,14
2017-01-22,8.5,22.3,15.4
2017-01-23,8.8,21.6,15.2
2017-01-24,9,22.8,15.9
2017-01-25,9.5,24,16.75
2017-01-26,10.2,24.3,17.25
2017-01-27,21.5,,
2017-01-28,8.8,21,14.9
2017-01-29,8.5,20.4,14.45
2017-01-31,9.4,21.7,15.55
2017-02-02,9.5,19.9,14.7
2017-02-03,9.3,21.7,15.5
2017-02-04,9.8,25.3,17.55
2017-02-05,11.6,23.5,17.55
2017-02-06,10.7,22.3,16.5
2017-02-07,10.5,22,16.25
2017-02-08,10.5,21,15.75
2017-02-09,10.6,21.5,16.05
2017-02-10,9.8,22,15.9
2017-02-11,9.2,21.4,15.3
2017-02-12,9.5,20.8,15.15
2017-02-13,8.8,21.7,15.25
2017-02-15,10.3,22.8,16.55
2017-02-16,10.8,23,16.9
2017-02-17,26,,
2017-02-18,12.7,,
2017-02-19,14.4,22.7,18.55
2017-02-20,14.3,23.3,18.8
2017-02-21,12.3,24,18.15
2017-02-22,13,23.5,18.25
2017-02-23,11.4,22.4,16.9
2017-02-24,9.8,21.7,15.75
2017-02-25,10,19.7,14.85
2017-02-26,10.4,21,15.7
2017-02-27,12.4,20.6,16.5
2017-02-28,11.8,22,16.9
2017-03-01,12.5,,
2017-03-02,12,23.5,17.75
2017-03-03,13.4,26.5,19.95
2017-03-04,12.4,25.2,18.8
2017-03-05,12.7,25.5,19.1
2017-03-06,11,23.6,17.3
2017-03-07,10.5,23.5,17
2017-03-08,11.5,23.8,17.65
2017-03-09,10.8,23.2,17
2017-03-11,10.2,17.5,13.85
2017-03-12,8.5,20,14.25
2017-03-13,7.6,20.5,14.05
2017-03-15,10,,
2017-03-16,11,23,17
2017-03-17,11,22.5,16.75
2017-03-18,8.8,23,15.9
2017-03-19,8.5,20.5,14.5
2017-03-20,11,19.7,15.35
2017-03-21,9.2,20.5,14.85
2017-03-22,11,22.3,16.65
2017-03-23,15,25,20
2017-03-24,15,25.3,20.15
2017-03-25,15,26.2,20.6
2017-03-26,15,23.5,19.25
2017-03-27,16.8,25,20.9
2017-03-28,16.4,27.2,21.8
2017-03-29,16.8,21.4,19.1
2017-03-30,16.6,22.5,19.55
2017-03-31,17.8,26.7,22.25
2017-04-01,24.8,,
2017-04-02,14.8,25.8,20.3
2017-04-03,27.5,,
2017-04-04,23.4,,
2017-04-05,24,,
2017-04-06,15.5,26.3,20.9
2017-04-07,17.7,26,21.85
2017-04-08,17,28.8,22.9
2017-04-09,16.3,28,22.15
2017-04-10,15.9,26.6,21.25
2017-04-11,26,,
2017-04-12,25.8,,
2017-04-13,27.5,,
2017-04-14,16.8,28.4,22.6
2017-04-15,24.8,,
2017-04-16,13,25,19
2017-04-17,15.3,,
2017-04-19,18.4,28,23.2
2017-04-20,16,23,19.5
2017-04-21,27.7,,
2017-04-22,18,28.2,23.1
2017-04-23,17,24.5,20.75
2017-04-24,17,27.7,22.35
2017-04-25,18.4,27.4,22.9
2017-04-26,17.5,29.5,23.5
2017-04-27,18,30,24
2017-04-28,16.5,29.8,23.15
2017-04-29,15.4,26.9,21.15
2017-04-30,15,,
2017-05-02,13.5,26.2,19.85
2017-05-03,27.5,,
2017-05-04,17.9,27,22.45
