Local time in Darbhanga,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.05.2017 08:30,24.6,,754.3,,98,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,21.0,,,,"2500 or more, or no clouds.",,,2.0,24.3,,,,,,
26.05.2017 08:30,23.4,,753.5,,95,Wind blowing from the south,3,,,100%.,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,19.4,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",50%.,,Altostratus translucidus.,,,22.5,,,,,,
25.05.2017 08:30,31.2,,751.9,,73,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.2,,,,,,,4.0,25.9,,,,,,
24.05.2017 08:30,31.4,,753.7,,77,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,,,,,,,4.0,27.0,,,,,,
22.05.2017 08:30,29.8,,752.1,,78,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.4,,,,,,,4.0,25.6,,,,,,
21.05.2017 08:30,29.2,,751.3,,76,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.4,,,,,,,4.0,24.6,,,,,,
20.05.2017 08:30,30.4,,752.1,,81,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.4,,,,,,,4.0,26.8,,,,,,
19.05.2017 08:30,31.2,,753.7,,72,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.4,,,,,,,4.0,25.6,,,,,,
18.05.2017 08:30,26.2,,753.4,,92,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,,,,,,,4.0,24.8,,,,,,
17.05.2017 08:30,28.0,,753.3,,86,Wind blowing from the south,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,24.8,,,,"2500 or more, or no clouds.",,,4.0,25.4,,,,,,
16.05.2017 08:30,27.8,,752.5,,86,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,21.0,,,,"2500 or more, or no clouds.",,,4.0,25.2,,,,,,
15.05.2017 08:30,29.6,,752.3,,78,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.8,,,,,,,4.0,25.4,,,,,,
12.05.2017 08:30,28.2,,757.9,,83,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.6,,,,,,,4.0,25.1,,,,,,
11.05.2017 08:30,28.6,,757.0,,76,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.2,,,,,,,4.0,24.0,,,,,,
09.05.2017 08:30,21.0,,755.9,,98,Wind blowing from the north,2,,,100%.,Haze. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,18.6,,,,"2500 or more, or no clouds.",,,2.0,20.7,,,,,,
08.05.2017 08:30,27.0,,757.1,,78,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,22.4,,,,"2500 or more, or no clouds.",,,4.0,22.9,,,,,,
06.05.2017 08:30,27.4,,757.0,,92,Wind blowing from the east,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,24.4,,,,"2500 or more, or no clouds.",,,4.0,26.0,,,,,,
05.05.2017 08:30,26.2,,755.5,,87,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,,,,,,,4.0,23.9,,,,,,
04.05.2017 08:30,26.6,,756.3,,81,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,,,,,,,4.0,23.1,,,,,,
03.05.2017 08:30,28.6,,757.8,,69,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,,,,,,,4.0,22.4,,,,,,
02.05.2017 08:30,27.4,,758.6,,67,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,,,,,,,4.0,20.8,,,,,,
30.04.2017 08:30,27.0,,755.3,,81,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,,,,,,,4.0,23.5,,,,,,
29.04.2017 08:30,28.0,,756.1,,80,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.6,,,,,,,4.0,24.3,,,,,,
27.04.2017 08:30,30.0,,754.6,,53,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,,,,,,,4.0,19.3,,,,,,
26.04.2017 08:30,30.6,,754.0,,58,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,,,,,,,4.0,21.4,,,,,,
25.04.2017 08:30,26.4,,755.3,,78,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,,,,,,,4.0,22.2,,,,,,
24.04.2017 08:30,25.8,,755.9,,86,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,,,,,,,2.0,23.2,,,,,,
23.04.2017 08:30,24.4,,755.4,,93,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,21.4,,,,"2500 or more, or no clouds.",,,4.0,23.2,,,,,,
22.04.2017 08:30,24.4,,753.7,,91,Wind blowing from the south,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,22.4,,,,"2500 or more, or no clouds.",,,4.0,22.9,,,,,,
21.04.2017 08:30,22.6,,755.8,,84,Wind blowing from the south,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,19.6,,,,"2500 or more, or no clouds.",,,2.0,19.8,,,,,,
19.04.2017 08:30,30.4,,753.9,,78,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.2,,,,,,,4.0,26.2,,,,,,
18.04.2017 08:30,27.6,,755.0,,73,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,,,,4.0,22.3,,,,,,
16.04.2017 08:30,25.8,,755.6,,72,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,,,,,,,2.0,20.3,,,,,,
15.04.2017 08:30,24.0,,757.2,,49,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,,,,4.0,12.5,,,,,,
13.04.2017 08:30,24.2,,756.4,,45,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,,,,,,,2.0,11.5,,,,,,
11.04.2017 08:30,22.6,,755.5,,43,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,,,,,,,4.0,9.3,,,,,,
10.04.2017 08:30,24.2,,755.1,,40,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,,,,,,,4.0,9.6,,,,,,
09.04.2017 08:30,29.0,,756.8,,40,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,,,,,,,4.0,13.9,,,,,,
08.04.2017 08:30,28.4,,756.2,,69,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,,,,,,,4.0,22.2,,,,,,
07.04.2017 08:30,24.4,,758.4,,85,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,21.4,,,,"2500 or more, or no clouds.",,,4.0,21.7,,,,,,
06.04.2017 08:30,24.2,,757.6,,85,Wind blowing from the south,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,22.2,,,,"2500 or more, or no clouds.",,,4.0,21.5,,,,,,
05.04.2017 08:30,24.2,,757.6,,87,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,,,,,,,4.0,21.8,,,,,,
04.04.2017 08:30,23.4,,756.7,,81,Wind blowing from the south,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,20.6,,,,"2500 or more, or no clouds.",,,4.0,20.0,,,,,,
02.04.2017 08:30,25.2,,756.7,,95,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,21.2,,,,"2500 or more, or no clouds.",,,2.0,24.3,,,,,,
01.04.2017 08:30,24.6,,755.8,,96,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,21.6,,,,"2500 or more, or no clouds.",,,0.5,24.0,,,,,,
31.03.2017 08:30,24.0,,758.4,,87,Wind blowing from the south,2,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",70 – 80%.,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",2.0,21.6,,,,,,
30.03.2017 08:30,25.6,,755.8,,84,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,21.6,,,,,,,4.0,22.6,,,,,,
29.03.2017 08:30,25.6,,755.8,,84,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,4.0,22.6,,,,,,
28.03.2017 08:30,27.2,,757.2,,77,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,,,,,,,2.0,22.8,,,,,,
27.03.2017 08:30,23.6,,,,83,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,,,,,,,2.0,20.6,,,,,,
26.03.2017 08:30,23.0,,759.7,,88,Wind blowing from the south,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,19.4,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",70 – 80%.,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",2.0,20.9,,,,,,
25.03.2017 08:30,24.2,,758.1,,85,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,,,,2.0,21.5,,,,,,
24.03.2017 08:30,23.4,,758.5,,86,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,,,,,,,2.0,21.0,,,,,,
23.03.2017 08:30,23.4,,758.5,,81,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,,,,,,,2.0,20.0,,,,,,
21.03.2017 08:30,18.2,,760.3,,92,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,,,,,,,2.0,16.9,,,,,,
20.03.2017 08:30,18.0,,759.8,,96,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,,,,,,,0.5,17.3,,,,,,
17.03.2017 08:30,21.4,,757.7,,59,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,,,,,,,2.0,13.0,,,,,,
16.03.2017 08:30,20.0,,760.0,,59,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,,,,,,,2.0,11.7,,,,,,
15.03.2017 08:30,18.8,,760.9,,65,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,,,,,,,2.0,12.0,,,,,,
14.03.2017 08:30,,,761.1,,,Wind blowing from the north,38,,,"10%  or less, but not 0",Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,,,,"2500 or more, or no clouds.",,,2.0,10.3,,,,,,
12.03.2017 08:30,18.0,,759.0,,96,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,,,,"2500 or more, or no clouds.",,,0.5,17.3,,,,,,
10.03.2017 08:30,21.6,,756.2,,89,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,20.4,,,,"2500 or more, or no clouds.",,,0.5,19.7,,,,,,
09.03.2017 08:30,21.0,,757.2,,67,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,17.0,,,,"2500 or more, or no clouds.",,,2.0,14.5,,,,,,
08.03.2017 08:30,21.4,,758.7,,56,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,,,,,,,2.0,12.2,,,,,,
07.03.2017 08:30,16.6,,757.4,,68,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,,,,,,,2.0,10.6,,,,,,
06.03.2017 08:30,17.4,,757.3,,67,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,,,,,,,2.0,11.1,,,,,,
05.03.2017 08:30,20.6,,757.1,,71,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,,,,,,,2.0,15.2,,,,,,
03.03.2017 08:30,20.4,,757.2,,80,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,17.6,,,,"2500 or more, or no clouds.",,,2.0,16.8,,,,,,
02.03.2017 08:30,21.0,,758.8,,70,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,,,,,,,2.0,15.3,,,,,,
01.03.2017 08:30,21.0,,760.9,,70,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,,,,,,,2.0,15.3,,,,,,
28.02.2017 08:30,17.4,,761.8,,67,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,,,,,,,2.0,11.1,,,,,,
12.11.2016 08:30,21.2,,760.7,,84,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,18.3,,,,,,
10.11.2016 08:30,22.0,,760.6,,76,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,17.5,,,,,,
09.11.2016 08:30,20.6,,760.0,,80,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,17.0,,,,,,
08.11.2016 08:30,20.4,,760.3,,84,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,17.5,,,,,,
06.11.2016 08:30,21.6,,758.3,,86,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,19.1,,,,,,
05.11.2016 08:30,22.6,,759.3,,83,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,19.5,,,,,,
04.11.2016 08:30,22.2,,759.7,,84,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,19.4,,,,,,
02.11.2016 08:30,23.2,,762.1,,83,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,20.2,,,,,,
01.11.2016 08:30,23.4,,762.1,,73,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,18.3,,,,,,
31.10.2016 08:30,22.0,,763.0,,91,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,20.5,,,,,,
30.10.2016 08:30,23.6,,761.2,,90,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,21.8,,,,,,
29.10.2016 08:30,25.6,,758.9,,89,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,23.6,,,,,,
28.10.2016 08:30,26.0,,760.1,,84,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,23.1,,,,,,
27.10.2016 08:30,26.4,,760.9,,81,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,22.9,,,,,,
24.10.2016 08:30,24.4,,756.6,,95,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,0.5,23.5,,,,,,
23.10.2016 08:30,24.4,,756.5,,91,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,22.9,,,,,,
22.10.2016 08:30,25.0,,757.3,,88,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,22.9,,,,,,
21.10.2016 17:30,29.2,,754.1,,74,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,33.2,,,,,,4.0,24.0,,,,,,
21.10.2016 08:30,25.4,,756.4,,84,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,22.4,,,,,,
20.10.2016 08:30,25.4,,755.5,,88,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,23.3,,,,,,
19.10.2016 08:30,26.4,,756.3,,87,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,24.1,,,,,,
18.10.2016 08:30,25.2,,757.2,,93,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,24.0,,,,,,
17.10.2016 08:30,26.4,,757.9,,87,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,24.1,,,,,,
15.10.2016 08:30,26.4,,758.8,,86,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,23.8,,,,,,
14.10.2016 08:30,25.4,,758.1,,93,Wind blowing from the south,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,24.2,,,,,,
13.10.2016 08:30,25.4,,755.5,,91,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,23.9,,,,,,
12.10.2016 08:30,25.4,,753.4,,96,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,24.8,,,,,,
11.10.2016 08:30,26.8,,754.3,,94,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,25.7,,,,,,
10.10.2016 08:30,26.6,,755.1,,92,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,25.2,,,,,,
09.10.2016 08:30,26.6,,755.1,,95,Wind blowing from the north,2,,,50%.,Haze. ,Rain.,Fog or ice fog or thick haze.,,,,,"2500 or more, or no clouds.",,,4.0,25.7,,,,,,
08.10.2016 08:30,28.4,,756.2,,86,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,25.9,,,,,,
06.10.2016 08:30,29.2,,754.7,,88,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,27.0,,,,,,
