Local time in Dhankuta,T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
26.12.2010 05:45,5.7,661.3,,,"Calm, no wind",0,no clouds,,,,,0.5,,,
25.12.2010 11:45,19.6,660.6,,50,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,2,9,,
25.12.2010 05:45,7.6,660.4,,,"Calm, no wind",0,70 – 80%.,,,70 – 80%.,600-1000,1,,,
24.12.2010 11:45,18.8,660.7,,49,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,2.5,8,,
24.12.2010 05:45,6.2,660.1,,,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,1,,,
23.12.2010 11:45,19.8,660.3,,51,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,,9.4,,
22.12.2010 05:45,6.4,658.5,,,"Calm, no wind",0,no clouds,,,,,4,,,
21.12.2010 11:45,19.8,661.3,,50,"Calm, no wind",0,no clouds,,,,,9,9,,
20.12.2010 11:45,20.4,663.9,,72,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,7,15.1,,
19.12.2010 11:45,20.6,663.3,,59,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,12.4,,
18.12.2010 11:45,22,661,,45,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,16,9.6,,
18.12.2010 05:45,6.8,660.8,,,"Calm, no wind",0,no clouds,,,,,8,,,
17.12.2010 11:45,22.2,661.1,,25,"Calm, no wind",0,20–30%.,,,"10%  or less, but not 0",1500-2000,12,1,,
16.12.2010 11:45,21.7,662,,37,"Calm, no wind",0,no clouds,,,,,4,6.5,,
15.12.2010 11:45,20.2,661.8,,55,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,2,11,,
15.12.2010 05:45,8,660.2,,,"Calm, no wind",0,40%.,,,40%.,1500-2000,1,,,
14.12.2010 11:45,18.7,660.1,,58,Wind blowing from the south,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,2,10.3,,
14.12.2010 05:45,8,659.2,,,"Calm, no wind",0,no clouds,,,,,0.8,,,
12.12.2010 17:45,14.2,655,,68,Wind blowing from the west-northwest,1,"10%  or less, but not 0",,21,"10%  or less, but not 0",200-300,4,8.3,No precipitation,9
12.12.2010 11:45,20.2,656.3,,57,Wind blowing from the south,0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,11.5,,
11.12.2010 11:45,21,656.5,,56,Wind blowing from the south,0,60%.,,,60%.,300-600,4,12,,
11.12.2010 05:45,10.2,656.6,,,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",1500-2000,2,,,
10.12.2010 05:45,9,658.4,,,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",1500-2000,10,,,
09.12.2010 11:45,21.6,662.6,,42,Wind blowing from the south,0,"10%  or less, but not 0",,,"10%  or less, but not 0",1500-2000,16,8.2,,
08.12.2010 11:45,19.2,660.5,,54,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",2000-2500,17,9.8,,
08.12.2010 05:45,9.6,661.2,,,"Calm, no wind",0,20–30%.,,,"10%  or less, but not 0",1500-2000,8,,,
07.12.2010 11:45,23.4,662.2,,34,"Calm, no wind",0,60%.,,,"10%  or less, but not 0",1500-2000,16,6.8,,
07.12.2010 05:45,10.6,661.9,,,"Calm, no wind",0,60%.,,,50%.,1500-2000,10,,,
06.12.2010 11:45,21.6,663.1,,42,"Calm, no wind",0,20–30%.,,,"10%  or less, but not 0",1500-2000,18,8.3,,
06.12.2010 05:45,8.2,662,,,"Calm, no wind",0,20–30%.,,,"10%  or less, but not 0",1500-2000,10,,,
05.12.2010 11:45,23.6,661.2,,46,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0","2500 or more, or no clouds.",17,11.4,,
04.12.2010 11:45,22.2,661.7,,50,"Calm, no wind",0,no clouds,,,,,15,11.3,,
04.12.2010 05:45,8.4,661.2,,,"Calm, no wind",0,no clouds,,,,,2,,,
03.12.2010 17:45,18,661.1,,67,Wind blowing from the west-northwest,1,"10%  or less, but not 0",,23.2,"10%  or less, but not 0",1000-1500,6,11.9,No precipitation,9
03.12.2010 11:45,21.6,663.2,,53,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,8,11.6,,
30.11.2010 11:45,22,660.2,,54,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,6,12.2,,
30.11.2010 05:45,8.4,659.6,,,"Calm, no wind",0,no clouds,,,,,1,,,
29.11.2010 11:45,21,661.6,,49,Wind blowing from the south,1,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,10,9.9,,
29.11.2010 05:45,10.6,661,,95,"Calm, no wind",0,no clouds,,,,,2,9.8,,
23.11.2010 05:45,10.6,660.4,,95,"Calm, no wind",0,no clouds,,,,,2,9.8,,
21.11.2010 11:45,19,659.2,,50,Wind blowing from the west,1,60%.,,,60%.,300-600,4,8.3,,
20.11.2010 11:45,22.9,658.3,,61,Wind blowing from the west-northwest,0,50%.,,,50%.,300-600,7,15,,
19.11.2010 17:45,17,657.8,,88,Wind blowing from the west,1,"90  or more, but not 100%",,23.9,"90  or more, but not 100%",100-200,3,15,No precipitation,9
19.11.2010 11:45,22,661.9,,71,Wind blowing from the south,1,70 – 80%.,,,70 – 80%.,100-200,3,16.6,,
19.11.2010 05:45,15.8,660.9,,92,"Calm, no wind",0,"90  or more, but not 100%",,,60%.,Less than  50,1,14.5,,
18.11.2010 11:45,24,664,,69,"Calm, no wind",0,50%.,,,50%.,Less than  50,1,18,,
18.11.2010 05:45,15.2,662.5,,96,"Calm, no wind",0,40%.,,,40%.,Less than  50,1,14.6,,
17.11.2010 11:45,23,662.8,,69,"Calm, no wind",0,50%.,,,50%.,100-200,2,17,,
16.11.2010 05:45,12.8,662.7,,91,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,2,11.3,,
15.11.2010 11:45,23,664.6,,61,"Calm, no wind",0,40%.,,,40%.,100-200,4,15.2,,
15.11.2010 05:45,13.8,664.8,,97,"Calm, no wind",0,40%.,,,40%.,100-200,2,13.4,,
13.11.2010 11:45,24.8,661.4,,63,"Calm, no wind",0,70 – 80%.,,,60%.,Less than  50,6,17.2,,
12.11.2010 11:45,,660.1,,,Wind blowing from the north-northeast,13,"10%  or less, but not 0",,,"10%  or less, but not 0",Less than  50,less than 0.1,10.4,,
12.11.2010 05:45,12.6,660.1,,86,"Calm, no wind",0,20–30%.,,,"10%  or less, but not 0",300-600,4,10.4,,
11.11.2010 11:45,23.8,663,,60,Wind blowing from the south,0,"10%  or less, but not 0",,,"10%  or less, but not 0",100-200,10,15.5,,
11.11.2010 05:45,13,662.6,,89,"Calm, no wind",0,no clouds,,,,,4,11.3,,
10.11.2010 11:45,25.3,664.6,,52,Wind blowing from the south,0,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,14,14.6,,
10.11.2010 05:45,14,663.9,,83,"Calm, no wind",0,40%.,,,40%.,600-1000,4,11.2,,
09.11.2010 11:45,24.4,665.7,,63,Wind blowing from the south,0,20–30%.,,,,300-600,9,16.8,,
09.11.2010 05:45,14,665.1,,87,"Calm, no wind",0,20–30%.,,,"10%  or less, but not 0",600-1000,4,11.8,,
08.11.2010 05:45,12.4,663.4,,88,"Calm, no wind",0,20–30%.,,,no clouds,"2500 or more, or no clouds.",4,10.4,,
07.11.2010 11:45,25,662.6,,69,"Calm, no wind",0,20–30%.,,,"10%  or less, but not 0",600-1000,18,19,,
05.11.2010 11:45,25.2,663.4,,57,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,15,16,,
04.11.2010 11:45,25.4,663.6,,58,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,15,16.6,,
04.11.2010 05:45,13.2,663.1,,97,"Calm, no wind",0,no clouds,,,,,4,12.8,,
03.11.2010 11:45,24.3,663.9,,58,Wind blowing from the south,1,40%.,,,20–30%.,300-600,12,15.4,,
03.11.2010 05:45,12.2,663.2,,97,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,8,11.8,,
01.11.2010 11:45,19.3,662.8,,76,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",200-300,18,15,,
01.11.2010 05:45,15.2,662,,91,"Calm, no wind",0,100%.,,,100%.,600-1000,10,13.7,,
30.10.2010 11:45,28.4,665.3,,59,"Calm, no wind",0,50%.,,,"10%  or less, but not 0",600-1000,10,19.6,,
29.10.2010 11:45,24,663.8,,60,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,8,15.7,,
28.10.2010 05:45,24,661.2,,53,"Calm, no wind",0,no clouds,,,,,4,13.7,,
27.10.2010 11:45,25.8,663.2,,61,"Calm, no wind",0,"10%  or less, but not 0",,,,600-1000,9,17.6,,
27.10.2010 05:45,13,661.5,,95,"Calm, no wind",0,no clouds,,,,,4,12.2,,
26.10.2010 11:45,,662,,,,,"10%  or less, but not 0",,,"10%  or less, but not 0",Less than  50,less than 0.1,22.8,,
26.10.2010 05:45,13.8,660.8,,100,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",Less than  50,6,13.8,,
25.10.2010 11:45,26.6,660.8,,62,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",50-100,12,18.8,,
25.10.2010 05:45,15,659.1,,100,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",Less than  50,6,15,,
24.10.2010 11:45,26.2,658.6,,63,"Calm, no wind",0,20–30%.,,,20–30%.,200-300,13,18.7,,
24.10.2010 05:45,15.2,657.9,,98,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,6,14.9,,
22.10.2010 11:45,25,657.6,,80,Wind blowing from the west,1,70 – 80%.,,,60%.,Less than  50,6,21.3,,
22.10.2010 05:45,17.2,657,,100,"Calm, no wind",0,100%.,,,50%.,Less than  50,1,17.2,,
21.10.2010 11:45,26.8,659.7,,66,"Calm, no wind",0,70 – 80%.,,,"10%  or less, but not 0",Less than  50,10,19.9,,
21.10.2010 05:45,16.6,659.5,,92,"Calm, no wind",0,60%.,,,"10%  or less, but not 0",100-200,4,15.3,,
20.10.2010 05:45,17.2,660.8,,98,"Calm, no wind",0,60%.,,,"10%  or less, but not 0",Less than  50,15,16.9,,
19.10.2010 11:45,27,661.5,,65,"Calm, no wind",0,20–30%.,,,20–30%.,Less than  50,12,19.8,,
19.10.2010 05:45,17.8,660.9,,93,"Calm, no wind",0,20–30%.,,,20–30%.,,0.4,16.6,,
18.10.2010 11:45,26.6,661.7,,67,"Calm, no wind",0,70 – 80%.,,,60%.,Less than  50,8,19.9,,
16.10.2010 11:45,21.8,661.4,,85,"Calm, no wind",0,100%.,,,50%.,Less than  50,6,19.2,,
15.10.2010 17:45,23,659,,87,"Calm, no wind",0,50%.,,29.6,"10%  or less, but not 0",600-1000,14,20.7,No precipitation,9
15.10.2010 11:45,26.8,659.4,,66,"Calm, no wind",0,"90  or more, but not 100%",,,"10%  or less, but not 0",1000-1500,14,19.8,,
14.10.2010 11:45,27.8,659.7,,64,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",1500-2000,10,20.3,,
13.10.2010 11:45,27,660.2,,69,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,8,20.9,,
13.10.2010 05:45,15.6,660.1,,97,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",Less than  50,10,15.2,,
11.10.2010 11:45,24.8,659.8,,74,"Calm, no wind",0,60%.,,,50%.,Less than  50,6,19.8,,
11.10.2010 05:45,17.8,659.1,,96,"Calm, no wind",0,100%.,,,100%.,Less than  50,0.1,17.2,,
10.10.2010 11:45,24.6,657.1,,68,Wind blowing from the west,1,70 – 80%.,,,70 – 80%.,Less than  50,4,18.4,,
09.10.2010 11:45,21,656.4,,89,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,6,19.2,,
09.10.2010 05:45,17,656,,,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.1,,,
08.10.2010 11:45,24,657.8,,69,"Calm, no wind",0,70 – 80%.,,,60%.,Less than  50,1,18,,
08.10.2010 05:45,17,657.3,,97,"Calm, no wind",0,100%.,,,100%.,Less than  50,5,16.6,,
07.10.2010 11:45,26.8,660.1,,72,Wind blowing from the west,0,40%.,,,40%.,Less than  50,16,21.4,,
06.10.2010 11:45,25.6,660.4,,70,"Calm, no wind",0,70 – 80%.,,,70 – 80%.,300-600,12,19.8,,
06.10.2010 05:45,17.6,659.6,,96,"Calm, no wind",0,100%.,,,100%.,Less than  50,5,17,,
05.10.2010 11:45,29.8,660.5,,49,"Calm, no wind",0,20–30%.,,,"10%  or less, but not 0",Less than  50,20,18,,
05.10.2010 05:45,16.6,659.4,,95,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",Less than  50,15,15.8,,
04.10.2010 11:45,27,661.7,,78,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",Less than  50,15,22.8,,
04.10.2010 05:45,17,660.5,,97,"Calm, no wind",0,20–30%.,,,20–30%.,Less than  50,10,16.6,,
03.10.2010 11:45,28.2,661.6,,62,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,6,20.3,,
02.10.2010 11:45,27,661.6,,71,"Calm, no wind",0,40%.,,,40%.,Less than  50,6,21.3,,
01.10.2010 11:45,29.2,661.6,,58,"Calm, no wind",0,40%.,,,40%.,Less than  50,10,20.2,,
01.10.2010 05:45,18.8,661,,96,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,10,18.2,,
30.09.2010 11:45,30,662.5,,,"Calm, no wind",0,40%.,,,40%.,Less than  50,15,,,
30.09.2010 05:45,18.6,660.9,,96,"Calm, no wind",0,100%.,,,100%.,Less than  50,6,18,,
29.09.2010 05:45,19.6,661.5,,96,"Calm, no wind",0,100%.,,,100%.,Less than  50,1,19,,
28.09.2010 05:45,14.8,,,100,,,50%.,,,100%.,Less than  50,0.4,14.8,,
27.09.2010 11:45,27,661,,71,"Calm, no wind",0,40%.,,,40%.,Less than  50,10,21.3,,
27.09.2010 05:45,18.6,659.7,,98,"Calm, no wind",0,40%.,,,40%.,Less than  50,10,18.2,,
26.09.2010 17:45,22.4,660,,89,Wind blowing from the west-southwest,0,70 – 80%.,,29.9,70 – 80%.,Less than  50,10,20.5,No precipitation,9
26.09.2010 11:45,,,,,,,50%.,,,,Less than  50,14,,,
22.09.2010 11:45,22.4,661,,88,"Calm, no wind",0,100%.,,,100%.,Less than  50,1,20.4,,
21.09.2010 05:45,19,659.3,,96,"Calm, no wind",0,"90  or more, but not 100%",,,20–30%.,Less than  50,5,18.4,,
19.09.2010 11:45,27,660.2,,71,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,12,21.2,,
17.09.2010 17:45,24.2,657,,91,"Calm, no wind",0,"90  or more, but not 100%",,29.5,"90  or more, but not 100%",Less than  50,4,22.7,Trace of precipitation,9
17.09.2010 11:45,26.4,659.5,,76,"Calm, no wind",0,70 – 80%.,,,70 – 80%.,Less than  50,4,21.8,,
16.09.2010 05:45,19.4,657.8,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,10,19,,
15.09.2010 11:45,25,658,,84,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,2,22.2,,
15.09.2010 05:45,20,657.2,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,1,19.6,,
14.09.2010 05:45,20.6,657.3,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,10,20.2,,
13.09.2010 05:45,20,657.2,,98,"Calm, no wind",0,70 – 80%.,,,70 – 80%.,Less than  50,10,19.6,,
09.09.2010 11:45,27.8,659.8,,68,"Calm, no wind",0,"90  or more, but not 100%",,,60%.,Less than  50,6,21.4,,
08.09.2010 11:45,27.8,659.3,,73,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,8,22.6,,
08.09.2010 05:45,22.4,659.1,,91,"Calm, no wind",0,20–30%.,,,20–30%.,Less than  50,5,20.9,,
07.09.2010 11:45,22.8,658.8,,92,"Calm, no wind",0,"90  or more, but not 100%",,,70 – 80%.,Less than  50,5,21.4,,
06.09.2010 11:45,27,657.5,,78,"Calm, no wind",0,70 – 80%.,,,70 – 80%.,Less than  50,6,22.8,,
06.09.2010 05:45,21.6,657.8,,92,"Calm, no wind",0,70 – 80%.,,,70 – 80%.,Less than  50,3,20.2,,
05.09.2010 11:45,27.4,658.2,,82,"Calm, no wind",0,60%.,,,50%.,Less than  50,6,24,,
05.09.2010 05:45,20,658,,95,"Calm, no wind",0,60%.,,,60%.,Less than  50,5,19.2,,
04.09.2010 05:45,21.4,657.4,,94,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,5,20.4,,
03.09.2010 17:45,26.8,656.9,,77,"Calm, no wind",0,50%.,,29.4,50%.,Less than  50,10,22.4,Trace of precipitation,9
03.09.2010 11:45,28,658.4,,72,"Calm, no wind",0,60%.,,,60%.,Less than  50,5,22.4,,
02.09.2010 05:45,21.6,659.6,,95,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,20.8,,
01.09.2010 17:45,26,656.9,,85,"Calm, no wind",0,"90  or more, but not 100%",,29.4,20–30%.,Less than  50,10,23.2,No precipitation,9
01.09.2010 11:45,28,659.3,,78,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,10,23.8,,
01.09.2010 05:45,20.4,658.4,,95,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,8,19.6,,
31.08.2010 05:45,21.4,657.5,,95,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,8,20.6,,
30.08.2010 11:45,27,657.4,,78,"Calm, no wind",0,"90  or more, but not 100%",,,60%.,Less than  50,5,22.8,,
30.08.2010 05:45,20.8,657.2,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,5,20.4,,
29.08.2010 11:45,28.2,657.8,,77,"Calm, no wind",0,60%.,,,60%.,Less than  50,10,23.7,,
28.08.2010 11:45,28,658.6,,78,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,4,23.8,,
27.08.2010 11:45,24,658.7,,89,"Calm, no wind",0,100%.,,,100%.,,0.4,22.1,,
27.08.2010 05:45,20.6,657.8,,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,less than 0.1,20.2,,
26.08.2010 11:45,28,658.8,,72,"Calm, no wind",0,"90  or more, but not 100%",,,60%.,Less than  50,5,22.4,,
25.08.2010 11:45,27,659.3,,85,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,6,24.2,,
25.08.2010 05:45,20.6,657.8,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,10,20.2,,
24.08.2010 11:45,24,658.4,,84,"Calm, no wind",0,100%.,,,100%.,Less than  50,4,21.2,,
23.08.2010 11:45,21,657.8,,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,20.7,,
23.08.2010 05:45,20.6,656.1,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.5,20.6,,
21.08.2010 11:45,25.6,659,,77,"Calm, no wind",0,100%.,,,100%.,Less than  50,6,21.3,,
21.08.2010 05:45,20.6,658.3,,95,"Calm, no wind",0,100%.,,,100%.,Less than  50,10,19.7,,
20.08.2010 17:45,24.8,658.7,,92,"Calm, no wind",0,"90  or more, but not 100%",,28.2,"90  or more, but not 100%",Less than  50,8,23.4,No precipitation,9
20.08.2010 11:45,25.8,661.1,,84,"Calm, no wind",0,100%.,,,100%.,Less than  50,8,22.8,,
20.08.2010 05:45,21.4,660.2,,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,less than 0.1,21,,
19.08.2010 11:45,26.6,659.9,,82,"Calm, no wind",0,100%.,,,100%.,Less than  50,5,23.2,,
19.08.2010 05:45,21.5,658.4,,99,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,less than 0.1,21.3,,
18.08.2010 17:45,23,656.3,,91,"Calm, no wind",0,"90  or more, but not 100%",,27.7,"90  or more, but not 100%",Less than  50,6,21.5,4,9
18.08.2010 05:45,21.6,656,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,0.5,21.3,,
17.08.2010 11:45,25,658,,84,"Calm, no wind",0,"90  or more, but not 100%",,,70 – 80%.,Less than  50,6,22.2,,
17.08.2010 05:45,21.4,656.5,,95,"Calm, no wind",0,100%.,,,100%.,Less than  50,10,20.5,,
16.08.2010 17:45,25,657.4,,92,Wind blowing from the west-southwest,0,60%.,,28.9,40%.,Less than  50,10,23.6,No precipitation,9
16.08.2010 11:45,26.4,659.6,,85,"Calm, no wind",0,70 – 80%.,,,70 – 80%.,Less than  50,10,23.6,,
15.08.2010 11:45,27,659.6,,67,"Calm, no wind",0,70 – 80%.,,,70 – 80%.,Less than  50,6,20.3,,
15.08.2010 05:45,20.4,658.5,,98,"Calm, no wind",0,40%.,,,40%.,Less than  50,15,20,,
14.08.2010 17:45,27,656.2,,78,Wind blowing from the west,0,50%.,,28.4,40%.,Less than  50,10,22.8,No precipitation,9
14.08.2010 11:45,27.6,657.7,,79,Wind blowing from the west-southwest,0,70 – 80%.,,,70 – 80%.,Less than  50,12,23.6,,
14.08.2010 05:45,21.4,657.4,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,0.1,21,,
13.08.2010 05:45,21.4,657.6,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,0.5,21,,
12.08.2010 11:45,28,658.6,,78,"Calm, no wind",0,60%.,,,50%.,Less than  50,12,23.8,,
11.08.2010 11:45,28,658.1,,72,"Calm, no wind",0,50%.,,,50%.,Less than  50,10,22.4,,
11.08.2010 05:45,21.4,657.4,,96,"Calm, no wind",0,40%.,,,40%.,Less than  50,10,20.8,,
10.08.2010 11:45,25.4,658,,81,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,5,21.9,,
10.08.2010 05:45,21.2,656.9,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,less than 0.1,21.2,,
09.08.2010 17:45,24.2,655.3,,90,Wind blowing from the west,1,"90  or more, but not 100%",,29.2,"90  or more, but not 100%",Less than  50,4,22.4,No precipitation,9
07.08.2010 05:45,21.2,659.3,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,less than 0.1,21.2,,
06.08.2010 17:45,26,658.4,,85,"Calm, no wind",0,60%.,,29.7,50%.,Less than  50,10,23.2,No precipitation,9
06.08.2010 11:45,27.8,659.6,,67,Wind blowing from the south,1,60%.,,,60%.,Less than  50,15,21.2,,
06.08.2010 05:45,21.2,658.8,,89,"Calm, no wind",0,40%.,,,20–30%.,Less than  50,15,19.4,,
04.08.2010 05:45,20.6,656.2,,98,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,10,20.2,,
02.08.2010 11:45,27.2,658,,74,Wind blowing from the south,0,70 – 80%.,,,70 – 80%.,Less than  50,10,22.1,,
02.08.2010 05:45,20.8,657.8,,91,"Calm, no wind",0,60%.,,,60%.,Less than  50,10,19.3,,
01.08.2010 11:45,25,657.9,,81,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,5,21.5,,
31.07.2010 11:45,26,658.4,,82,Wind blowing from the south,0,70 – 80%.,,,100%.,Less than  50,15,22.6,,
31.07.2010 05:45,19.6,657.4,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,15,19.2,,
30.07.2010 11:45,27,657.2,,71,"Calm, no wind",0,50%.,,,40%.,Less than  50,12,21.2,,
29.07.2010 11:45,27,657.1,,71,"Calm, no wind",0,70 – 80%.,,,70 – 80%.,Less than  50,6,21.3,,
28.07.2010 11:45,28.4,657.2,,61,Wind blowing from the south,0,50%.,,,50%.,Less than  50,10,20.1,,
27.07.2010 17:45,25.5,657.3,,87,Wind blowing from the west,0,60%.,,30.3,60%.,Less than  50,20,23.1,No precipitation,9
27.07.2010 11:45,29.8,659,,68,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,Less than  50,16,23.2,,
23.07.2010 05:45,20.2,655.3,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,10,19.8,,
22.07.2010 05:45,20.6,657.2,,95,"Calm, no wind",0,100%.,,,100%.,Less than  50,0.5,19.8,,
21.07.2010 11:45,25.8,657.7,,84,"Calm, no wind",0,100%.,,,100%.,Less than  50,8,22.9,,
21.07.2010 05:45,20.2,656.9,,100,"Calm, no wind",0,100%.,,,100%.,Less than  50,0.5,20.2,,
20.07.2010 11:45,26.2,657.2,,82,Wind blowing from the west,0,70 – 80%.,,,70 – 80%.,Less than  50,6,22.8,,
20.07.2010 05:45,20.6,656.5,,96,"Calm, no wind",0,100%.,,,100%.,Less than  50,3,19.9,,
17.07.2010 11:45,26.8,658.1,,79,Wind blowing from the south,0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,8,22.8,,
16.07.2010 11:45,24,657.9,,84,"Calm, no wind",0,100%.,,,100%.,Less than  50,6,21.1,,
15.07.2010 11:45,27.4,658.4,,74,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,8,22.4,,
14.07.2010 11:45,28,657.9,,83,"Calm, no wind",0,70 – 80%.,,,70 – 80%.,Less than  50,8,24.8,,
12.07.2010 05:45,20.8,656.1,,96,"Calm, no wind",0,100%.,,,100%.,Less than  50,1,20.2,,
11.07.2010 17:45,24.6,655,,92,Wind blowing from the west,0,"90  or more, but not 100%",,28.5,"90  or more, but not 100%",Less than  50,8,23.2,No precipitation,9
11.07.2010 11:45,26.6,657.2,,82,Wind blowing from the west-southwest,0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,8,23.2,,
10.07.2010 17:45,23.5,655.6,,87,Wind blowing from the south,0,100%.,,,100%.,Less than  50,8,21.2,,
10.07.2010 11:45,20.8,657.2,,94,Wind blowing from the south,0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.4,19.8,,
09.07.2010 11:45,21.8,658,,91,Wind blowing from the north-west,0,100%.,,,100%.,Less than  50,1,20.2,,
08.07.2010 05:45,21,659.7,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,10,20.6,,
07.07.2010 11:45,27.8,659.9,,79,Wind blowing from the south-west,0,50%.,,,50%.,Less than  50,15,23.8,,
07.07.2010 05:45,21.2,659.8,,96,"Calm, no wind",0,60%.,,,60%.,Less than  50,10,20.6,,
06.07.2010 11:45,25.4,659.4,,81,Wind blowing from the south,0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,10,21.9,,
06.07.2010 05:45,20.8,659,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,5,20.4,,
05.07.2010 11:45,28,660.4,,72,Wind blowing from the west,0,60%.,,,50%.,Less than  50,15,22.4,,
04.07.2010 11:45,28,659,,72,Wind blowing from the west,1,70 – 80%.,,,"90  or more, but not 100%",Less than  50,6,22.4,,
