Local time in Pokhara (airport),T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
12.02.2014 17:45,19.8,687.3,0.2,37,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,22,"10%  or less, but not 0",600-1000,12,4.6,No precipitation,9
12.02.2014 14:45,21.6,687.1,-2.3,36,Wind blowing from the east-southeast,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,6,,
12.02.2014 11:45,18.6,689.4,0.7,46,Wind blowing from the north-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,6.7,,
12.02.2014 08:45,11.8,688.7,,83,Wind blowing from the south-west,2,no clouds,6.2,,,,12,9,No precipitation,24
11.02.2014 17:45,19,686.8,-0.5,48,Wind blowing from the south,4,70 – 80%.,,22.2,40%.,600-1000,8,7.8,No precipitation,9
11.02.2014 14:45,21.6,687.3,-2.2,37,Wind blowing from the south-west,3,50%.,,,40%.,600-1000,10,6.4,,
11.02.2014 11:45,18.8,689.5,-0.4,56,Wind blowing from the east,2,50%.,,,20–30%.,600-1000,9,9.8,,
11.02.2014 08:45,12.5,689.9,1.3,85,Wind blowing from the south-southwest,2,100%.,11.3,,50%.,600-1000,8,10.1,No precipitation,24
11.02.2014 05:45,11.8,688.6,,89,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,600-1000,5,10,,
10.02.2014 17:45,20.4,686.8,-0.3,47,Wind blowing from the west-southwest,3,20–30%.,,23.7,"10%  or less, but not 0",600-1000,10,8.8,No precipitation,9
10.02.2014 14:45,22.8,687.1,-2.3,33,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,5.6,,
10.02.2014 11:45,19.4,689.4,0.4,48,,2,no clouds,,,,,10,7.9,,
10.02.2014 08:45,12.4,689,,82,Wind blowing from the north,2,no clouds,7.2,,,,10,9.4,No precipitation,24
10.02.2014 05:45,7.8,687.8,,89,"Calm, no wind",0,no clouds,,,,,7,6,,
09.02.2014 17:45,20.8,685.5,-0.2,51,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,23.4,"10%  or less, but not 0",600-1000,10,10.2,No precipitation,24
09.02.2014 14:45,22.8,685.7,-1.7,41,Wind blowing from the east-southeast,3,20–30%.,,,20–30%.,600-1000,10,8.8,,
09.02.2014 11:45,20.4,687.4,,52,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,10.1,,
08.02.2014 17:45,20.4,685.5,-0.3,51,Wind blowing from the east-northeast,2,70 – 80%.,,23,40%.,600-1000,10,9.8,No precipitation,9
08.02.2014 14:45,22.2,685.8,-2.2,40,Wind blowing from the east,2,40%.,,,40%.,600-1000,10,8,,
08.02.2014 11:45,20.2,688,,51,Wind blowing from the south-southeast,2,20–30%.,,,20–30%.,600-1000,10,9.8,,
07.02.2014 14:45,22.8,687.7,-2.4,48,Wind blowing from the south-west,2,50%.,,,20–30%.,600-1000,10,11.2,,
07.02.2014 11:45,19,690.1,-0.3,62,Wind blowing from the west-southwest,2,60%.,,,20–30%.,600-1000,8,11.4,,
07.02.2014 08:45,11.6,690.4,2.9,95,"Calm, no wind",0,50%.,9,,20–30%.,600-1000,6,10.8,No precipitation,24
07.02.2014 05:45,10.8,687.5,,99,Wind blowing from the north-west,2,no clouds,,,,,5,10.6,,
06.02.2014 17:45,21,686.1,-0.9,55,Wind blowing from the south-east,2,"10%  or less, but not 0",,23.2,"10%  or less, but not 0",600-1000,8,11.6,No precipitation,9
06.02.2014 14:45,22.2,687,-2.4,50,Wind blowing from the south-west,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,11.2,,
06.02.2014 11:45,17.9,689.4,0.5,65,Wind blowing from the west-southwest,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,11.3,,
06.02.2014 08:45,11,688.9,,97,Wind blowing from the north-west,2,no clouds,9.2,,,,4,10.6,No precipitation,24
06.02.2014 05:45,9.6,687.7,,97,"Calm, no wind",0,no clouds,,,,,3,9.2,,
05.02.2014 17:45,19.6,686.8,0.2,57,Wind blowing from the east-southeast,3,70 – 80%.,,23.2,40%.,600-1000,7,10.8,No precipitation,9
05.02.2014 14:45,23,686.6,-2.4,46,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,10.8,,
05.02.2014 11:45,18.8,689,0.4,63,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,11.6,,
05.02.2014 08:45,11.8,688.6,0.9,92,Wind blowing from the east-southeast,2,"10%  or less, but not 0",9,,"10%  or less, but not 0",600-1000,8,10.5,No precipitation,24
05.02.2014 05:45,9.8,687.7,,97,"Calm, no wind",0,no clouds,,,,,5,9.4,,
04.02.2014 14:45,23.5,686.2,-1.9,44,Wind blowing from the south-east,2,50%.,,,"10%  or less, but not 0",600-1000,10,10.6,,
04.02.2014 11:45,18.7,688.1,-0.5,61,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,11.1,,
04.02.2014 08:45,12,688.6,,91,"Calm, no wind",0,no clouds,10,,,,8,10.6,No precipitation,24
03.02.2014 17:45,21.4,687.4,-0.3,60,Wind blowing from the south-southeast,2,"10%  or less, but not 0",,24,"10%  or less, but not 0",600-1000,10,13.2,No precipitation,9
03.02.2014 14:45,23,687.7,-3.3,48,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,11.4,,
03.02.2014 11:45,18.3,691,0.6,63,Wind blowing from the south-east,2,40%.,,,"10%  or less, but not 0",600-1000,10,11.2,,
03.02.2014 08:45,11.6,690.4,0.3,91,Wind blowing from the east,2,50%.,10,,"10%  or less, but not 0",600-1000,8,10.2,No precipitation,24
03.02.2014 05:45,10.4,690.1,,96,"Calm, no wind",0,no clouds,,,,,5,9.8,,
02.02.2014 17:45,20.8,690.6,0.2,52,Wind blowing from the south-east,2,20–30%.,,23.5,"10%  or less, but not 0",600-1000,10,10.6,No precipitation,9
02.02.2014 14:45,23,690.4,-3,43,Wind blowing from the south-east,3,20–30%.,,,"10%  or less, but not 0",600-1000,10,9.7,,
02.02.2014 11:45,18.6,693.4,,61,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,11,,
01.02.2014 17:45,20,692.8,-0.3,53,Wind blowing from the north-northeast,2,20–30%.,,22.9,20–30%.,600-1000,8,10.2,No precipitation,9
01.02.2014 14:45,22.8,693.1,-2.4,58,Wind blowing from the east,2,20–30%.,,,20–30%.,600-1000,8,14.1,,
01.02.2014 11:45,18.6,695.5,0.9,56,Wind blowing from the west,2,no clouds,,,,,8,9.5,,
01.02.2014 08:45,10.2,694.6,1.2,95,Wind blowing from the north-west,2,no clouds,7.8,,,,8,9.4,No precipitation,24
01.02.2014 05:45,8.6,693.4,,97,"Calm, no wind",0,no clouds,,,,,5,8.2,,
31.01.2014 17:45,19.4,693.4,0,55,Wind blowing from the east-northeast,2,20–30%.,,22.8,20–30%.,600-1000,8,10.1,No precipitation,9
31.01.2014 14:45,22.5,693.4,-2.1,46,Wind blowing from the east,3,20–30%.,,,20–30%.,600-1000,8,10.4,,
31.01.2014 11:45,18.6,695.5,0.7,59,Wind blowing from the east-southeast,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,10.4,,
31.01.2014 08:45,10.6,694.8,1.2,91,Wind blowing from the west,2,no clouds,8.5,,,,8,9.2,No precipitation,24
31.01.2014 05:45,8.8,693.6,,96,"Calm, no wind",0,no clouds,,,,,6,8.2,,
30.01.2014 14:45,22.7,692.8,-2.7,44,Wind blowing from the east-northeast,2,20–30%.,,,20–30%.,600-1000,10,9.8,,
30.01.2014 11:45,18.8,695.5,0.6,55,Wind blowing from the south-east,2,no clouds,,,,,10,9.6,,
30.01.2014 08:45,10.1,694.9,,88,"Calm, no wind",0,no clouds,8.5,,,,10,8.1,No precipitation,24
29.01.2014 17:45,20.2,692.6,-0.8,44,Wind blowing from the west,2,70 – 80%.,,23.2,20–30%.,600-1000,8,7.6,No precipitation,9
29.01.2014 14:45,22.4,693.4,-2.4,38,Wind blowing from the south-east,2,40%.,,,"10%  or less, but not 0",600-1000,8,7.2,,
29.01.2014 11:45,19.8,695.8,0,56,Wind blowing from the north-east,2,40%.,,,"10%  or less, but not 0",600-1000,8,10.8,,
29.01.2014 08:45,11.8,695.8,2,95,Wind blowing from the west-southwest,2,40%.,9,,,"2500 or more, or no clouds.",8,11,No precipitation,24
29.01.2014 05:45,9.2,693.8,,97,"Calm, no wind",0,40%.,,,40%.,600-1000,5,8.8,,
28.01.2014 17:45,18.6,691.1,0.2,58,Wind blowing from the south-east,3,20–30%.,,22,"10%  or less, but not 0",600-1000,10,10.2,No precipitation,9
28.01.2014 14:45,21.5,690.9,-2,48,Wind blowing from the east-southeast,3,no clouds,,,,,12,10,,
28.01.2014 11:45,19.4,692.9,-0.4,53,Wind blowing from the east,1,no clouds,,,,,12,9.4,,
28.01.2014 08:45,10.6,693.3,1.5,98,"Calm, no wind",0,40%.,7.8,,40%.,200-300,3,10.3,No precipitation,24
28.01.2014 05:45,8,691.8,,97,"Calm, no wind",0,20–30%.,,,20–30%.,200-300,5,7.6,,
27.01.2014 17:45,19.4,691.3,-0.8,56,Wind blowing from the south-southeast,3,40%.,,22,"10%  or less, but not 0",600-1000,10,10.4,No precipitation,9
27.01.2014 14:45,21.4,692.1,-2.5,53,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,11.4,,
27.01.2014 11:45,18,694.6,0.4,60,Wind blowing from the north-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,15,10,,
27.01.2014 08:45,12,694.2,1.1,91,Wind blowing from the south-west,2,no clouds,8,,,,15,10.6,No precipitation,24
27.01.2014 05:45,8.4,693.1,,97,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,5,8,,
26.01.2014 17:45,19.8,691.9,-0.4,51,Wind blowing from the south,2,20–30%.,,22,20–30%.,600-1000,10,9.2,No precipitation,9
26.01.2014 14:45,21,692.3,,51,Wind blowing from the south-east,3,50%.,,,20–30%.,600-1000,12,10.4,,
25.01.2014 17:45,19.4,690.8,-0.3,60,Wind blowing from the south-east,2,40%.,,21.6,"10%  or less, but not 0",600-1000,10,11.4,No precipitation,9
25.01.2014 14:45,21.2,691.1,-2.7,53,Wind blowing from the south,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,11.2,,
25.01.2014 11:45,17,693.8,0.1,66,Wind blowing from the east-northeast,2,no clouds,,,,,10,10.6,,
25.01.2014 08:45,10.2,693.7,1.3,97,"Calm, no wind",0,40%.,8.5,,40%.,100-200,0.2,9.7,No precipitation,24
25.01.2014 05:45,9,692.4,,95,"Calm, no wind",0,20–30%.,,,20–30%.,200-300,5,8.3,,
24.01.2014 17:45,18.6,692,0.1,65,Wind blowing from the south-east,2,70 – 80%.,,21.2,40%.,600-1000,10,11.8,No precipitation,9
24.01.2014 14:45,20.2,691.9,-2.3,57,Wind blowing from the south-southeast,2,70 – 80%.,,,20–30%.,600-1000,10,11.4,,
24.01.2014 11:45,17.8,694.2,0.4,68,Wind blowing from the east,2,50%.,,,"10%  or less, but not 0",600-1000,10,11.7,,
24.01.2014 08:45,11.8,693.8,1.1,94,Wind blowing from the west,2,60%.,10.4,,20–30%.,600-1000,10,10.8,No precipitation,24
24.01.2014 05:45,11,692.7,,96,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,600-1000,5,10.4,,
23.01.2014 14:45,21.8,692.8,-2.9,52,Wind blowing from the east,2,40%.,,,20–30%.,600-1000,10,11.4,,
23.01.2014 11:45,19.4,695.7,,62,Wind blowing from the north,2,50%.,,,20–30%.,600-1000,12,11.8,,
23.01.2014 08:45,13.2,696,,91,Wind blowing from the west,2,100%.,11.5,,50%.,600-1000,10,11.7,No precipitation,24
23.01.2014 05:45,12.2,695,,95,"Calm, no wind",0,100%.,,,50%.,600-1000,8,11.4,,
22.01.2014 17:45,18.4,694,,66,Wind blowing from the south-southwest,2,70 – 80%.,22,22,40%.,600-1000,6,11.8,No precipitation,9
22.01.2014 14:45,17.2,694.4,,66,Wind blowing from the south-southeast,2,70 – 80%.,,,50%.,600-1000,10,10.8,,
22.01.2014 11:45,16.4,696.1,,70,Wind blowing from the east,2,"90  or more, but not 100%",,,50%.,600-1000,10,10.9,,
22.01.2014 08:45,12.4,696.4,,91,Wind blowing from the west,2,100%.,10.6,,50%.,600-1000,10,10.9,No precipitation,24
22.01.2014 05:45,11,695.5,,95,"Calm, no wind",0,100%.,,,50%.,600-1000,8,10.2,,
21.01.2014 17:45,17.8,694.4,-0.5,66,Wind blowing from the south-southwest,2,70 – 80%.,,21.5,,"2500 or more, or no clouds.",10,11.4,No precipitation,9
21.01.2014 14:45,19.8,694.9,-2.2,53,Wind blowing from the east-southeast,2,70 – 80%.,,,20–30%.,600-1000,15,9.8,,
21.01.2014 11:45,18.8,697.1,-0.2,55,Wind blowing from the north-northeast,2,40%.,,,,"2500 or more, or no clouds.",15,9.5,,
21.01.2014 08:45,10.6,697.3,0.6,89,"Calm, no wind",0,40%.,7.4,,,"2500 or more, or no clouds.",15,8.8,No precipitation,24
21.01.2014 05:45,7.8,696.7,,,"Calm, no wind",0,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",8,,,
20.01.2014 17:45,21.4,695.1,0,48,Wind blowing from the east-northeast,2,"10%  or less, but not 0",,21.3,,"2500 or more, or no clouds.",15,10,No precipitation,9
20.01.2014 14:45,21.4,695.1,-2.8,48,Wind blowing from the east-northeast,2,"10%  or less, but not 0",,,no clouds,"2500 or more, or no clouds.",15,10,,
20.01.2014 11:45,17.2,697.9,0.9,57,Wind blowing from the east-southeast,3,no clouds,,,,,10,8.6,,
20.01.2014 08:45,8.2,697,1.7,95,Wind blowing from the west,2,no clouds,6,,,,10,7.4,No precipitation,24
20.01.2014 05:45,6.4,695.3,,97,"Calm, no wind",0,no clouds,,,,,4,6,,
19.01.2014 17:45,18,,,61,Wind blowing from the south,2,no clouds,,19.5,,,10,10.2,No precipitation,24
19.01.2014 14:45,18.4,695.3,-2.6,61,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,10.8,,
19.01.2014 11:45,13,697.9,,81,Wind blowing from the north-west,2,40%.,,,40%.,200-300,5,9.8,,
19.01.2014 08:45,8.4,697.9,0.8,97,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,7.2,,,,0.1,8,16,24
19.01.2014 05:45,7.5,697.1,,,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.1,,,
18.01.2014 17:45,11.2,697.3,-1.5,89,Wind blowing from the west-southwest,2,60%.,,13.9,60%.,600-1000,7,9.5,15,9
18.01.2014 14:45,10.6,698.8,1.3,95,Wind blowing from the west-southwest,2,100%.,,,60%.,300-600,6,9.8,,
18.01.2014 11:45,11.8,697.5,1.2,92,Wind blowing from the west,4,100%.,,,60%.,300-600,7,10.6,,
18.01.2014 08:45,12.2,696.3,1.1,91,Wind blowing from the west,2,100%.,11.8,,40%.,300-600,6,10.7,2,24
18.01.2014 05:45,12.4,695.2,,87,"Calm, no wind",0,70 – 80%.,,,40%.,300-600,3,10.2,,
17.01.2014 17:45,17.4,693.5,-0.4,62,Wind blowing from the south-west,2,70 – 80%.,,21.3,40%.,600-1000,7,10.1,No precipitation,9
17.01.2014 14:45,20.5,693.9,-3.2,50,Wind blowing from the east-northeast,2,40%.,,,"10%  or less, but not 0",600-1000,8,9.8,,
17.01.2014 11:45,17.8,697.1,0.8,65,Wind blowing from the east-southeast,3,40%.,,,"10%  or less, but not 0",600-1000,8,11.2,,
17.01.2014 08:45,10,696.3,0.9,95,"Calm, no wind",0,20–30%.,8.2,,"10%  or less, but not 0",600-1000,6,9.2,No precipitation,24
17.01.2014 05:45,9,695.4,,97,"Calm, no wind",0,40%.,,,"10%  or less, but not 0",600-1000,3,8.6,,
16.01.2014 17:45,17.8,693.3,0.2,63,Wind blowing from the east,2,20–30%.,,21.6,20–30%.,600-1000,8,10.5,No precipitation,9
16.01.2014 14:45,21.2,693.1,-2.1,48,Wind blowing from the north-east,2,20–30%.,,,20–30%.,600-1000,10,9.7,,
16.01.2014 11:45,17.6,695.2,0.3,60,Wind blowing from the south-southwest,2,no clouds,,,,,8,9.8,,
16.01.2014 08:45,8.8,694.9,,96,Wind blowing from the north-west,2,no clouds,6.7,,,,8,8.2,No precipitation,24
15.01.2014 17:45,17.2,692.8,-0.2,60,Wind blowing from the south-southwest,2,20–30%.,,21.4,20–30%.,600-1000,8,9.4,No precipitation,9
15.01.2014 14:45,20.6,693,-2,49,Wind blowing from the east,2,20–30%.,,,20–30%.,600-1000,10,9.4,,
15.01.2014 11:45,16.2,695,0.2,72,Wind blowing from the east,2,60%.,,,20–30%.,600-1000,6,11.2,,
15.01.2014 08:45,9,694.8,,96,"Calm, no wind",0,70 – 80%.,7.2,,20–30%.,600-1000,6,8.4,No precipitation,24
15.01.2014 05:45,6.8,693.4,,93,"Calm, no wind",0,no clouds,,,,,3,5.8,,
14.01.2014 17:45,17,691.4,-0.5,64,Wind blowing from the south-southwest,2,50%.,,20.8,"10%  or less, but not 0",600-1000,8,10,No precipitation,9
14.01.2014 14:45,20.4,691.9,-2.3,54,Wind blowing from the east-northeast,2,40%.,,,"10%  or less, but not 0",600-1000,8,10.8,,
14.01.2014 11:45,16.8,694.2,0,66,Wind blowing from the east-southeast,2,20–30%.,,,"10%  or less, but not 0",600-1000,6,10.4,,
14.01.2014 08:45,8.8,694.2,1.2,96,"Calm, no wind",0,20–30%.,7.2,,"10%  or less, but not 0",600-1000,6,8.2,No precipitation,24
14.01.2014 05:45,7.4,693,,95,"Calm, no wind",0,no clouds,,,,,4,6.6,,
13.01.2014 17:45,15.8,693.3,-0.4,71,Wind blowing from the south-southwest,2,20–30%.,,20,"10%  or less, but not 0",600-1000,7,10.5,No precipitation,9
13.01.2014 14:45,19.6,693.7,-2.6,51,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,9.1,,
13.01.2014 11:45,16.4,696.3,0.1,63,Wind blowing from the south-southeast,2,no clouds,,,,,8,9.4,,
13.01.2014 08:45,7.6,696.2,1.6,93,"Calm, no wind",0,no clouds,6.2,,,,6,6.5,No precipitation,24
13.01.2014 05:45,6.6,694.6,,95,"Calm, no wind",0,no clouds,,,,,5,5.8,,
12.01.2014 17:45,15.4,693.3,0,69,Wind blowing from the west,2,50%.,,19.4,50%.,600-1000,8,9.6,No precipitation,9
12.01.2014 14:45,18.2,693.3,-2.4,54,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,8.8,,
12.01.2014 11:45,15.2,695.7,0.4,63,Wind blowing from the south,2,no clouds,,,,,8,8.2,,
12.01.2014 08:45,6.8,695.3,1.3,92,Wind blowing from the south,2,no clouds,6,,,,8,5.6,No precipitation,24
12.01.2014 05:45,7.2,694,,95,"Calm, no wind",0,no clouds,,,,,5,6.4,,
11.01.2014 17:45,15.2,692.6,-0.2,67,Wind blowing from the west,2,60%.,,18.5,40%.,600-1000,7,9.1,No precipitation,9
11.01.2014 14:45,16.9,692.8,-1.5,59,Wind blowing from the east,2,60%.,,,40%.,600-1000,8,8.8,,
11.01.2014 11:45,16.2,694.3,0.3,63,Wind blowing from the west,2,50%.,0,,20–30%.,600-1000,6,9,,
11.01.2014 08:45,8.8,694,,90,"Calm, no wind",0,20–30%.,6.2,,20–30%.,600-1000,8,7.2,No precipitation,24
11.01.2014 05:45,6.6,693.5,,95,"Calm, no wind",0,no clouds,,,,,5,5.8,,
10.01.2014 17:45,15.6,691.8,-0.4,66,Wind blowing from the north-west,2,20–30%.,,20.2,20–30%.,600-1000,10,9.2,No precipitation,9
10.01.2014 14:45,20,692.2,-2.1,45,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,7.6,,
10.01.2014 11:45,15.4,694.3,0.6,78,Wind blowing from the west,2,no clouds,,,,,8,11.5,,
10.01.2014 08:45,5.6,693.7,0.9,99,Wind blowing from the north-west,2,no clouds,3.8,,,,6,5.4,No precipitation,24
10.01.2014 05:45,4.6,692.8,,93,"Calm, no wind",0,no clouds,,,,,5,3.6,,
09.01.2014 17:45,13.4,691.6,-0.2,73,Wind blowing from the west-northwest,2,60%.,,16.8,40%.,600-1000,8,8.6,No precipitation,9
09.01.2014 14:45,16,691.8,-3,54,Wind blowing from the east-northeast,2,60%.,,,40%.,600-1000,8,6.5,,
09.01.2014 11:45,11.4,694.8,1.4,81,Wind blowing from the south,2,60%.,,,40%.,300-600,6,8.2,,
09.01.2014 08:45,6.4,693.4,,97,"Calm, no wind",0,60%.,4.6,,40%.,300-600,0.5,6,No precipitation,24
09.01.2014 05:45,5.2,692.5,,93,"Calm, no wind",0,no clouds,,,,,5,4.2,,
08.01.2014 17:45,12,691.9,-0.6,79,Wind blowing from the north,2,20–30%.,,16.2,20–30%.,600-1000,8,8.4,No precipitation,9
08.01.2014 14:45,16,692.5,-2.2,58,Wind blowing from the north,2,20–30%.,,,20–30%.,600-1000,8,7.7,,
08.01.2014 11:45,8.5,694.7,0.4,97,"Calm, no wind",0,100%.,,,100%.,300-600,1,8.1,,
08.01.2014 08:45,7.5,694.3,,98,"Calm, no wind",0,no clouds,5,,,,0.2,7.2,No precipitation,24
07.01.2014 17:45,15,690.6,-0.1,68,Wind blowing from the south-west,2,20–30%.,,19.4,"10%  or less, but not 0",600-1000,8,9.1,No precipitation,9
07.01.2014 14:45,18.8,690.7,-1,49,Wind blowing from the north-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,7.9,,
07.01.2014 11:45,14.8,691.7,-0.2,71,Wind blowing from the south,2,no clouds,,,,,8,9.5,,
07.01.2014 08:45,8.6,691.9,1.3,97,"Calm, no wind",0,100%.,7,,60%.,300-600,0.5,8.2,No precipitation,24
07.01.2014 05:45,7.6,690.6,,96,"Calm, no wind",0,40%.,,,40%.,300-600,5,7,,
06.01.2014 17:45,15.6,689.9,0,67,Wind blowing from the west,2,40%.,,19.8,40%.,600-1000,7,9.5,No precipitation,9
06.01.2014 14:45,19.6,689.9,-2.2,53,Wind blowing from the east,2,20–30%.,,,20–30%.,600-1000,8,9.6,,
06.01.2014 11:45,15.4,692.1,0.3,73,Wind blowing from the south,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,10.6,,
06.01.2014 08:45,9.6,691.8,1.7,99,"Calm, no wind",0,40%.,8.5,,20–30%.,300-600,3,9.4,No precipitation,24
06.01.2014 05:45,9.2,690.1,,97,"Calm, no wind",0,60%.,,,40%.,300-600,5,8.8,,
05.01.2014 17:45,15.5,689,-0.7,69,Wind blowing from the north-west,2,20–30%.,,19.4,20–30%.,600-1000,7,9.8,No precipitation,9
05.01.2014 14:45,19.2,689.7,-2.5,53,Wind blowing from the north-northeast,2,20–30%.,,,20–30%.,600-1000,8,9.2,,
05.01.2014 11:45,13.8,692.2,-0.3,78,Wind blowing from the south,2,"10%  or less, but not 0",,,,600-1000,6,10,,
05.01.2014 08:45,7.2,692.5,1.5,97,"Calm, no wind",0,100%.,6.5,,60%.,300-600,0.3,6.8,No precipitation,24
05.01.2014 05:45,7.2,691,,97,"Calm, no wind",0,100%.,,,60%.,300-600,0.5,6.8,,
04.01.2014 17:45,16.2,691.6,0.1,68,Wind blowing from the south-southwest,2,20–30%.,,19,"10%  or less, but not 0",600-1000,8,10.2,No precipitation,9
04.01.2014 14:45,18.4,691.5,-3.1,62,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,11,,
04.01.2014 11:45,13.8,694.6,0.6,88,Wind blowing from the south,2,70 – 80%.,,,50%.,600-1000,5,11.8,,
04.01.2014 08:45,9.8,694,1.2,99,"Calm, no wind",0,100%.,7.5,,50%.,300-600,2,9.6,No precipitation,24
04.01.2014 05:45,9.8,692.8,,99,"Calm, no wind",0,100%.,,,50%.,300-600,2,9.6,,
03.01.2014 17:45,13,691.6,-0.9,84,Wind blowing from the north,2,no clouds,,16.1,,,8,10.4,No precipitation,9
03.01.2014 14:45,15.4,692.5,-2.1,73,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,6,10.6,,
03.01.2014 11:45,10.6,694.6,1.2,90,Wind blowing from the east,2,100%.,,,50%.,300-600,3,9,,
03.01.2014 08:45,7.8,693.4,2,97,Wind blowing from the west,2,"90  or more, but not 100%",7,,50%.,300-600,1,7.4,No precipitation,24
03.01.2014 05:45,8.2,691.4,,97,"Calm, no wind",0,no clouds,,,,,6,7.8,,
02.01.2014 17:45,18.4,691.2,-0.4,61,Wind blowing from the east,2,"10%  or less, but not 0",,21.5,"10%  or less, but not 0",600-1000,10,10.6,No precipitation,9
02.01.2014 14:45,20.5,691.6,-1.9,52,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,10,10.2,,
02.01.2014 11:45,17.3,693.5,1.2,62,Wind blowing from the east,2,no clouds,,,,,10,9.8,,
02.01.2014 08:45,7.6,692.3,,90,"Calm, no wind",0,no clouds,6.5,,,,10,6,No precipitation,24
01.01.2014 17:45,19,691.6,-0.9,60,Wind blowing from the east,2,"10%  or less, but not 0",,21,"10%  or less, but not 0",600-1000,10,11,No precipitation,9
01.01.2014 14:45,20,692.5,-2.6,56,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,10.8,,
01.01.2014 11:45,15.8,695.1,0.2,69,Wind blowing from the east,2,no clouds,,,,,10,10,,
01.01.2014 08:45,6.8,694.9,1.1,97,"Calm, no wind",0,no clouds,6.4,,,,8,6.4,No precipitation,24
01.01.2014 05:45,7.6,693.8,,99,"Calm, no wind",0,no clouds,,,,,6,7.4,,
31.12.2013 17:45,14.2,694,-1,78,"Calm, no wind",0,"90  or more, but not 100%",,15.5,60%.,600-1000,6,10.4,No precipitation,9
31.12.2013 14:45,15,695,-2.3,80,"Calm, no wind",0,"90  or more, but not 100%",,,60%.,600-1000,6,11.6,,
31.12.2013 11:45,14.4,697.3,,82,Wind blowing from the south,2,"90  or more, but not 100%",,,60%.,600-1000,6,11.4,,
30.12.2013 14:45,18.2,694.4,-1.4,60,Wind blowing from the east,2,no clouds,,,,,10,10.2,,
30.12.2013 11:45,16.4,695.8,0.3,63,Wind blowing from the east,2,no clouds,,,,,10,9.2,,
30.12.2013 08:45,10,695.5,,92,"Calm, no wind",0,no clouds,5.4,,,,8,8.7,No precipitation,24
29.12.2013 17:45,16,690.7,-0.6,75,"Calm, no wind",0,"10%  or less, but not 0",,19.7,"10%  or less, but not 0",600-1000,10,11.6,No precipitation,9
29.12.2013 14:45,19.5,691.3,-2.4,57,Wind blowing from the east-northeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,10.8,,
29.12.2013 11:45,17.2,693.7,-0.1,64,Wind blowing from the east-northeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,9,10.2,,
29.12.2013 08:45,9.8,693.8,,95,Wind blowing from the south-southwest,2,"10%  or less, but not 0",5.8,,"10%  or less, but not 0",200-300,8,9.1,No precipitation,24
28.12.2013 17:45,16.6,691,-0.7,72,"Calm, no wind",0,"10%  or less, but not 0",,19.6,"10%  or less, but not 0",600-1000,8,11.4,No precipitation,9
28.12.2013 14:45,19,691.7,-2,60,Wind blowing from the north-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,10.9,,
