Local time in Rikaze,T,Po,P,Pa,U,Ff,ff10,ff3,Tn,Tx,H,Td,RRR,tR
15.09.2008 08:00,6.8,481,,,87,0,,,,,2000-2500,4.8,,
15.09.2008 02:00,9.8,480.9,,,68,0,,,,19.8,2000-2500,4.2,,
14.09.2008 20:00,15.2,479.2,,,39,1,,,,,1500-2000,1.3,,
14.09.2008 14:00,16.9,481.2,,,44,2,,,8.5,,1500-2000,4.6,,
14.09.2008 08:00,8.9,481.6,,,78,1,,,,,1500-2000,5.3,,
14.09.2008 02:00,9.4,481.6,,,75,0,,,,17.6,1500-2000,5.2,0.7,6
13.09.2008 20:00,14,479.7,,,52,0,,,,,1500-2000,4.3,0.3,6
13.09.2008 14:00,13.6,480.8,,,60,3,,,9.3,,1500-2000,6,0.1,6
13.09.2008 08:00,10.9,480.4,,,61,2,,,,,1500-2000,3.7,,
13.09.2008 02:00,13.2,480.2,,,49,1,,,,21.6,2000-2500,2.7,Trace of precipitation,6
12.09.2008 20:00,18.1,478.4,,,29,4,,,,,1500-2000,-0.2,,
12.09.2008 14:00,19.1,480.6,,,30,1,,,7.5,,1500-2000,1.1,,
12.09.2008 08:00,9.9,481,,,65,0,,,,,1500-2000,3.6,0.1,6
12.09.2008 02:00,9.6,480.4,,,81,0,,,,22,2000-2500,6.5,0.2,6
11.09.2008 20:00,18.4,478.4,,,28,1,,,,,1500-2000,-0.4,,
11.09.2008 14:00,19.3,480.8,,,32,3,,,8.1,,1500-2000,2.2,,
11.09.2008 08:00,9,481.1,,,62,0,,,,,2000-2500,2.1,,
11.09.2008 02:00,8.2,480.5,,,74,0,,,,20.6,2000-2500,3.8,,
10.09.2008 20:00,16.7,479,,,34,0,,,,,1500-2000,0.8,,
10.09.2008 14:00,18.7,480.8,,,30,1,,,6.9,,1500-2000,0.8,,
10.09.2008 08:00,7.2,481,,,68,0,,,,,2000-2500,1.7,,
10.09.2008 02:00,10.1,479.9,,,61,1,,,,21.7,2000-2500,2.9,,
09.09.2008 20:00,17.4,478.2,,,33,2,,,,,1500-2000,1,,
09.09.2008 14:00,18.6,480.8,,,29,4,,,6.4,,1500-2000,0.2,,
09.09.2008 02:00,10.2,479.8,,,57,1,,,,21.7,,2.1,,
08.09.2008 20:00,18.9,478,,,27,2,,,,,1500-2000,-0.5,,
08.09.2008 08:00,6.3,480.8,,,73,0,,,,,2000-2500,1.8,,
08.09.2008 02:00,8.6,479.9,,,69,0,,,,20.9,,3.2,,
07.09.2008 20:00,18.6,478.3,,,25,0,,,,,1500-2000,-1.8,,
07.09.2008 14:00,17.4,480.3,,,30,0,,,6,,1500-2000,-0.3,,
07.09.2008 08:00,7,480.6,,,64,0,,,,,2000-2500,0.7,,
07.09.2008 02:00,9.2,479.2,,,58,0,,,,20.3,,1.4,,
06.09.2008 20:00,16.4,477.3,,,37,1,,,,,1500-2000,1.7,,
06.09.2008 14:00,17.1,479.6,,,31,1,,,4,,1500-2000,-0.1,,
06.09.2008 08:00,4.4,479.8,,,85,0,,,,,2000-2500,2.1,,
06.09.2008 02:00,8.5,478.8,,,71,0,,,,18,2000-2500,3.5,,
05.09.2008 20:00,14.7,476.8,,,48,0,,,,,1500-2000,3.8,0.7,6
05.09.2008 14:00,17,478.8,,,33,1,,,3.1,,1500-2000,0.6,,
05.09.2008 08:00,3.2,479,,,89,0,,,,,"2500 or more, or no clouds.",1.6,,
05.09.2008 02:00,6.6,478.5,,,86,0,,,,16.1,,4.4,,
04.09.2008 20:00,14.7,477.4,,,47,3,,,,,1500-2000,3.5,,
04.09.2008 14:00,15,480.2,,,48,2,,,7.2,,1500-2000,4.1,,
04.09.2008 08:00,7.4,481.5,,,82,3,,,,,1500-2000,4.5,0.8,6
04.09.2008 02:00,9.7,481.4,,,70,2,,,,19.6,1500-2000,4.5,0.4,6
03.09.2008 20:00,15.3,478.5,,,40,0,,,,,1500-2000,1.8,0.1,6
03.09.2008 14:00,17.8,479.9,,,30,2,,,9.4,,1500-2000,0,,
03.09.2008 08:00,9.6,480.9,,,53,1,,,,,2000-2500,0.5,,
03.09.2008 02:00,11.9,480,,,45,2,,,,22.9,,0.4,,
02.09.2008 20:00,20.7,477.1,,,19,2,,,,,1500-2000,-3.7,,
02.09.2008 14:00,19.7,479.6,,,23,2,,,7.3,,1500-2000,-2,,
02.09.2008 08:00,7.5,479.7,,,69,0,,,,,,2.2,,
02.09.2008 02:00,11.1,478.7,,,55,2,,,,21.7,,2.4,,
01.09.2008 20:00,20.1,477.1,,,30,0,,,,,1500-2000,2,,
01.09.2008 14:00,19,479.4,,,30,1,,,6.3,,1500-2000,1,,
01.09.2008 08:00,6.6,479.6,,,77,0,,,,,2000-2500,2.9,,
01.09.2008 02:00,11.4,479,,,62,2,,,,21.3,,4.4,,
31.08.2008 20:00,18.1,477.3,,,35,0,,,,,1500-2000,2.4,,
31.08.2008 14:00,17.8,479.8,,,32,2,,,6.7,,1500-2000,0.9,,
31.08.2008 08:00,6.8,480.1,,,74,0,,,,,2000-2500,2.5,,
31.08.2008 02:00,11.6,478.9,,,55,1,,,,21.1,2000-2500,2.9,,
30.08.2008 20:00,16.2,476.1,,,49,4,,,,,1500-2000,5.5,,
30.08.2008 14:00,18.2,478.2,,,39,1,,,8,,1500-2000,4,,
30.08.2008 08:00,8.4,478.5,,,75,0,,,,,2000-2500,4.2,,
30.08.2008 02:00,11.5,477.8,,,67,0,,,,20.6,2000-2500,5.6,,
29.08.2008 20:00,15.4,476,,,53,1,,,,,1500-2000,5.9,,
29.08.2008 14:00,18.8,478,,,45,3,,,10.6,,1500-2000,6.6,,
29.08.2008 08:00,10.8,478,,,69,2,,,,,2000-2500,5.3,,
29.08.2008 02:00,11.7,477.8,,,73,2,,,,19.6,1500-2000,7,,
28.08.2008 20:00,16.1,476.5,,,59,2,,,,,1500-2000,8.1,,
28.08.2008 14:00,16.2,478.7,,,55,1,,,8.8,,1500-2000,7.2,4,6
28.08.2008 08:00,10,479,,,86,0,,,,,1500-2000,7.8,1,6
28.08.2008 02:00,12,479.3,,,79,0,,,,19.6,1500-2000,8.5,0.2,6
27.08.2008 20:00,13.3,478.1,,,66,3,,,,,1500-2000,7.1,Trace of precipitation,6
27.08.2008 14:00,17,479.6,,,58,3,,,9.3,,1500-2000,8.7,,
27.08.2008 08:00,9.7,480.2,,,87,1,,,,,1500-2000,7.6,4,6
27.08.2008 02:00,9.7,481.2,,,88,0,,,,20.6,600-1000,7.8,6,6
26.08.2008 20:00,18.6,478.4,,,48,0,,,,,1500-2000,7.4,,
26.08.2008 14:00,17,481.1,,,51,3,,,9.7,,1500-2000,6.8,0.3,6
26.08.2008 08:00,9.8,481.8,,,86,1,,,,,1000-1500,7.6,0.3,6
26.08.2008 02:00,12,481.3,,,80,0,,,,20.5,1500-2000,8.7,,
25.08.2008 20:00,17.5,480,,,45,1,,,,,1500-2000,5.4,,
25.08.2008 14:00,16.3,482.1,,,52,0,,,9.2,,1500-2000,6.4,,
25.08.2008 08:00,9.9,482.6,,,83,0,,,,,2000-2500,7.2,1,6
25.08.2008 02:00,10.5,483.3,,,76,1,,,,22,1500-2000,6.5,1,6
24.08.2008 20:00,16.6,479.4,,,56,0,,,,,1500-2000,7.8,,
24.08.2008 14:00,19.7,480.8,,,39,0,,,8.9,,1500-2000,5.4,,
24.08.2008 08:00,10.6,480.9,,,73,0,,,,,2000-2500,6,,
24.08.2008 02:00,9.9,480.2,,,85,0,,,,22.6,,7.5,,
23.08.2008 20:00,19.3,478.9,,,40,0,,,,,1500-2000,5.4,,
23.08.2008 14:00,19.7,480.8,,,41,2,,,10.1,,1500-2000,6.1,,
23.08.2008 08:00,10.1,480.8,,,72,0,,,,,2000-2500,5.3,,
23.08.2008 02:00,11,480.1,,,81,0,,,,22.6,2000-2500,7.9,Trace of precipitation,6
22.08.2008 20:00,16.7,478.9,,,52,3,,,,,1500-2000,6.8,,
22.08.2008 14:00,19.7,480.3,,,41,3,,,9.8,,1500-2000,6.1,,
22.08.2008 08:00,11.3,480.8,,,80,1,,,,,2000-2500,8,,
22.08.2008 02:00,10.5,480.7,,,84,0,,,,18.2,2000-2500,7.9,,
21.08.2008 20:00,14.4,479.4,,,69,0,,,,,1500-2000,8.8,,
21.08.2008 14:00,15.9,480.9,,,62,3,,,9.6,,1500-2000,8.6,2,6
21.08.2008 08:00,10.1,481.1,,,87,1,,,,,1500-2000,8,0.7,6
21.08.2008 02:00,13.3,480.6,,,66,0,,,,22.6,2000-2500,7.1,,
20.08.2008 20:00,15.2,479.4,,,60,3,,,,,1500-2000,7.5,,
20.08.2008 14:00,19,481,,,44,1,,,9.4,,1500-2000,6.5,,
20.08.2008 08:00,10.2,480.9,,,83,0,,,,,2000-2500,7.4,,
20.08.2008 02:00,10.5,480.7,,,92,0,,,,20.1,2000-2500,9.3,,
19.08.2008 20:00,13.8,478.9,,,70,1,,,,,1500-2000,8.4,0.4,6
19.08.2008 14:00,18.6,479.8,,,51,4,,,11,,1500-2000,8.3,,
19.08.2008 08:00,11.8,479.6,,,79,0,,,,,2000-2500,8.3,,
19.08.2008 02:00,12.5,479.4,,,83,0,,,,19.3,2000-2500,9.7,,
18.08.2008 20:00,14.6,478,,,72,1,,,,,1500-2000,9.6,,
18.08.2008 14:00,14.6,480.2,,,63,2,,,8.7,,1500-2000,7.6,0.5,6
18.08.2008 08:00,8.8,480.2,,,90,0,,,,,600-1000,7.3,12,6
18.08.2008 02:00,10.1,480.4,,,83,2,,,,20.9,1500-2000,7.3,6,6
17.08.2008 20:00,17.9,477.6,,,57,0,,,,,1500-2000,9.3,,
17.08.2008 14:00,16.3,479.7,,,59,1,,,8.6,,1500-2000,8.3,0.1,6
17.08.2008 08:00,8.6,480,,,91,0,,,,,600-1000,7.2,9,6
17.08.2008 02:00,12,479.2,,,74,0,,,,18.1,2000-2500,7.5,,
16.08.2008 20:00,16.6,477.6,,,60,0,,,,,1500-2000,8.8,,
16.08.2008 14:00,16.3,478.6,,,64,3,,,8.7,,1500-2000,9.5,Trace of precipitation,6
16.08.2008 08:00,9.2,479,,,90,0,,,,,600-1000,7.6,5,6
16.08.2008 02:00,13.6,477.9,,,71,1,,,,19.1,1500-2000,8.4,0.1,6
15.08.2008 20:00,15.5,476.6,,,58,0,,,,,1500-2000,7.3,,
15.08.2008 14:00,16.3,478.7,,,54,0,,,8.9,,1500-2000,7,0.2,6
15.08.2008 08:00,8.9,479.3,,,92,0,,,,,1000-1500,7.7,3,6
15.08.2008 02:00,10.3,479.8,,,88,0,,,,20.5,1500-2000,8.4,5,6
14.08.2008 20:00,13.1,478.2,,,70,2,,,,,1500-2000,7.8,3,6
14.08.2008 14:00,16.8,478.9,,,61,4,,,9.2,,1500-2000,9.2,,
14.08.2008 08:00,9.5,479.4,,,91,0,,,,,600-1000,8.1,5,6
14.08.2008 02:00,12.3,478.7,,,77,0,,,,18.2,1500-2000,8.4,,
13.08.2008 20:00,15.6,478,,,63,2,,,,,1500-2000,8.6,,
13.08.2008 14:00,13.6,479.8,,,70,1,,,8.7,,1500-2000,8.2,5,6
13.08.2008 08:00,8.8,479.6,,,89,2,,,,,600-1000,7.1,7,6
13.08.2008 02:00,9.6,479.8,,,89,1,,,,18.8,600-1000,7.9,6,6
12.08.2008 20:00,14.2,477.7,,,68,0,,,,,1500-2000,8.4,1,6
12.08.2008 14:00,16.6,478.8,,,56,1,,,9,,1500-2000,7.8,,
12.08.2008 08:00,9,479.1,,,81,2,,,,,1000-1500,5.9,2,6
12.08.2008 02:00,9.9,479.3,,,90,0,,,,17,1500-2000,8.3,5,6
11.08.2008 20:00,9.9,478,,,87,2,,,,,1500-2000,7.8,3,6
11.08.2008 14:00,11.8,479.6,,,74,2,,,7.6,,600-1000,7.3,2,6
11.08.2008 08:00,7.6,479.3,,,87,1,,,,,600-1000,5.6,12,6
11.08.2008 02:00,9.1,479,,,90,3,,,,20.8,600-1000,7.5,7,6
10.08.2008 20:00,16.2,476.6,,,59,1,,,,,1500-2000,8.2,Trace of precipitation,6
10.08.2008 14:00,19,478.4,,,41,2,,,8.9,,1500-2000,5.5,,
10.08.2008 08:00,8.9,479.2,,,88,0,,,,,2000-2500,7,,
10.08.2008 02:00,9.7,478.9,,,86,0,,,,21.1,2000-2500,7.5,0.1,6
09.08.2008 20:00,18.5,477.2,,,44,0,,,,,1500-2000,6,1,6
09.08.2008 14:00,18.8,478.8,,,49,3,,,9.3,,1500-2000,7.9,,
09.08.2008 08:00,9.4,479.3,,,86,0,,,,,2000-2500,7.2,,
09.08.2008 02:00,9.3,479.6,,,86,0,,,,18.1,2000-2500,7.1,,
08.08.2008 20:00,15.5,478.5,,,51,4,,,,,1500-2000,5.4,,
08.08.2008 14:00,12.6,480.4,,,68,0,,,7.5,,1000-1500,6.9,2,6
08.08.2008 08:00,7.9,479.8,,,90,0,,,,,600-1000,6.4,6,6
08.08.2008 02:00,9.4,479.8,,,87,0,,,,19.3,1500-2000,7.3,15,6
07.08.2008 20:00,16.8,476.6,,,53,1,,,,,1500-2000,7.2,,
07.08.2008 08:00,9.4,478.4,,,89,1,,,,,1500-2000,7.7,2,6
07.08.2008 02:00,14.2,478.1,,,52,0,,,,22.2,1500-2000,4.5,,
06.08.2008 20:00,17.9,475.6,,,55,1,,,,,1500-2000,8.7,,
06.08.2008 14:00,19.5,477.8,,,41,2,,,6.9,,1500-2000,5.9,,
06.08.2008 08:00,6.9,478.6,,,91,0,,,,,"2500 or more, or no clouds.",5.5,,
06.08.2008 02:00,9.2,478.9,,,87,0,,,,20.5,,7.2,,
05.08.2008 20:00,15.5,478,,,44,4,,,,,1500-2000,3.3,,
05.08.2008 14:00,15.5,480.8,,,53,2,,,7.6,,1500-2000,6,,
04.08.2008 20:00,20.3,477.9,,,27,2,,,,,1500-2000,0.7,,
04.08.2008 14:00,18.5,480.4,,,40,2,,,7.7,,1500-2000,4.7,,
04.08.2008 08:00,7.8,480.8,,,78,1,,,,,2000-2500,4.2,,
04.08.2008 02:00,12.4,480.4,,,60,1,,,,21.1,2000-2500,4.9,,
03.08.2008 20:00,20.4,478.4,,,28,0,,,,,1500-2000,1.3,,
03.08.2008 14:00,18.4,480.8,,,38,1,,,8.3,,1500-2000,3.8,,
03.08.2008 08:00,8.4,481.1,,,82,0,,,,,2000-2500,5.5,,
03.08.2008 02:00,11.1,481.4,,,77,0,,,,21.8,1500-2000,7.2,4,6
02.08.2008 20:00,17.3,478.9,,,48,3,,,,,1500-2000,6.2,,
02.08.2008 14:00,18.5,480.9,,,40,2,,,9.3,,1500-2000,4.7,,
02.08.2008 08:00,9.4,481.4,,,85,0,,,,,1500-2000,7,,
02.08.2008 02:00,12.1,481.6,,,73,1,,,,19.5,1500-2000,7.4,0.1,6
01.08.2008 20:00,14.7,480.2,,,53,3,,,,,1500-2000,5.2,,
01.08.2008 14:00,16.7,481.6,,,51,3,,,9,,1500-2000,6.5,,
01.08.2008 08:00,9.2,481.4,,,88,0,,,,,2000-2500,7.3,,
01.08.2008 02:00,11.3,481.2,,,73,0,,,,17.1,1500-2000,6.6,,
31.07.2008 20:00,16,479.2,,,56,1,,,,,1500-2000,7.2,Trace of precipitation,6
31.07.2008 14:00,10.4,481,,,83,3,,,9.6,,600-1000,7.6,4,6
30.07.2008 20:00,19,476.5,,,47,4,,,,,1500-2000,7.4,,
30.07.2008 14:00,18.9,478.6,,,47,1,,,11.8,,1500-2000,7.4,0.4,6
30.07.2008 08:00,13.6,478.8,,,64,2,,,,,1500-2000,6.9,,
30.07.2008 02:00,14.7,478.4,,,72,0,,,,24.2,1500-2000,9.7,0.1,6
29.07.2008 20:00,17.6,476.7,,,50,3,,,,,1500-2000,7.1,2,6
29.07.2008 14:00,20.9,479,,,33,0,,,8.5,,1500-2000,4,,
29.07.2008 08:00,9.2,479.2,,,81,0,,,,,2000-2500,6.1,,
29.07.2008 02:00,11.4,478.7,,,86,0,,,,22.9,2000-2500,9.1,,
28.07.2008 20:00,20.1,477.7,,,32,1,,,,,1500-2000,2.9,,
28.07.2008 14:00,19.7,480,,,41,2,,,9.9,,1500-2000,6.1,,
28.07.2008 08:00,10.5,479.5,,,74,0,,,,,2000-2500,6.1,,
28.07.2008 02:00,14,479,,,64,1,,,,23.4,1500-2000,7.3,,
27.07.2008 20:00,19,477.3,,,56,0,,,,,1500-2000,10,,
27.07.2008 14:00,19.7,479.2,,,48,2,,,10.8,,1500-2000,8.4,,
27.07.2008 08:00,10.9,479.2,,,80,0,,,,,2000-2500,7.6,,
27.07.2008 02:00,12.1,478.6,,,87,0,,,,20.1,1500-2000,10,,
26.07.2008 20:00,16.8,477.3,,,54,2,,,,,1500-2000,7.4,0.9,6
26.07.2008 14:00,19.3,478.4,,,52,3,,,10.6,,1500-2000,9.2,,
26.07.2008 08:00,10.8,478.5,,,90,0,,,,,1500-2000,9.2,0.4,6
25.07.2008 20:00,15.9,477.1,,,57,3,,,,,1500-2000,7.4,,
25.07.2008 14:00,15.6,478.6,,,60,2,,,9.2,,1500-2000,7.9,0.1,6
25.07.2008 08:00,9.4,479,,,89,2,,,,,1500-2000,7.7,2,6
25.07.2008 02:00,11.2,479.1,,,81,3,,,,20.3,1500-2000,8.1,2,6
24.07.2008 20:00,19.8,476.8,,,42,0,,,,,1500-2000,6.5,,
24.07.2008 14:00,17.1,478.8,,,54,2,,,10.1,,1500-2000,7.7,0.4,6
24.07.2008 08:00,10.2,479.3,,,92,0,,,,,1000-1500,9,0.3,6
24.07.2008 02:00,10.8,479.7,,,89,1,,,,19.1,1000-1500,9.1,5,6
23.07.2008 20:00,16.5,477.4,,,51,5,,,,,1500-2000,6.3,,
23.07.2008 14:00,15.8,479,,,57,2,,,8.7,,1500-2000,7.3,0.3,6
23.07.2008 08:00,8.8,479.3,,,98,0,,,,,600-1000,8.5,12,6
23.07.2008 02:00,10.1,479.5,,,92,1,,,,18.5,1500-2000,8.9,21,6
22.07.2008 20:00,15.8,477.4,,,62,0,,,,,1500-2000,8.5,0.1,6
22.07.2008 14:00,15.2,478.7,,,66,1,,,9.3,,1500-2000,8.9,5,6
22.07.2008 08:00,9.9,479.1,,,89,1,,,,,600-1000,8.2,5,6
22.07.2008 02:00,11.1,479.5,,,84,3,,,,21.2,1500-2000,8.5,1,6
21.07.2008 20:00,17.9,477.8,,,51,2,,,,,1500-2000,7.6,,
21.07.2008 14:00,16.4,480.1,,,58,2,,,8.4,,1500-2000,8.1,,
21.07.2008 08:00,9,480.7,,,86,1,,,,,1500-2000,6.8,10,6
21.07.2008 02:00,10,481,,,86,3,,,,18.1,1500-2000,7.8,2,6
20.07.2008 20:00,12.7,479,,,78,2,,,,,1500-2000,9,4,6
20.07.2008 14:00,15.7,479.7,,,64,3,,,9,,1500-2000,8.9,0.2,6
20.07.2008 08:00,9.2,479.8,,,90,0,,,,,600-1000,7.6,5,6
20.07.2008 02:00,11.4,479.4,,,90,0,,,,17.2,2000-2500,9.8,0.4,6
19.07.2008 20:00,12.7,478.5,,,78,2,,,,,1000-1500,9,2,6
19.07.2008 14:00,11.4,480.2,,,75,1,,,8.4,,1000-1500,7.1,6,6
19.07.2008 08:00,8.4,480,,,93,1,,,,,1000-1500,7.3,17,6
19.07.2008 02:00,12.9,479.2,,,73,1,,,,19.6,1500-2000,8.2,0.3,6
18.07.2008 20:00,14,478.4,,,72,3,,,,,1500-2000,9,0.1,6
18.07.2008 14:00,16.9,480,,,57,1,,,11.3,,1500-2000,8.3,0.8,6
18.07.2008 08:00,11.7,479.9,,,76,0,,,,,1500-2000,7.6,,
18.07.2008 02:00,14,479.8,,,56,3,,,,21,1500-2000,5.4,,
17.07.2008 20:00,18.9,477.4,,,50,2,,,,,1500-2000,8.3,,
17.07.2008 14:00,14.4,480.4,,,65,2,,,8,,1500-2000,7.9,0.6,6
17.07.2008 08:00,8,480.3,,,88,2,,,,,1000-1500,6.1,4,6
17.07.2008 02:00,9.5,480.4,,,86,2,,,,18.3,1500-2000,7.3,4,6
16.07.2008 20:00,15.8,477.7,,,60,0,,,,,1500-2000,8.1,Trace of precipitation,6
16.07.2008 14:00,16.6,478.7,,,59,0,,,9.8,,1500-2000,8.6,0.7,6
16.07.2008 08:00,9.9,479.2,,,90,0,,,,,1500-2000,8.3,2,6
16.07.2008 02:00,10.1,479.5,,,91,0,,,,20.6,1500-2000,8.7,5,6
15.07.2008 20:00,14.2,477.8,,,61,4,,,,,1500-2000,6.8,Trace of precipitation,6
15.07.2008 14:00,19.3,478.2,,,46,0,,,10.3,,1500-2000,7.4,,
15.07.2008 08:00,10.6,479,,,92,0,,,,,2000-2500,9.4,,
15.07.2008 02:00,10.5,479.2,,,90,0,,,,18.6,2000-2500,8.9,1,6
14.07.2008 20:00,14.7,478,,,63,1,,,,,1500-2000,7.7,1,6
14.07.2008 14:00,17.8,479.1,,,48,2,,,11.7,,1500-2000,6.7,,
14.07.2008 08:00,12.1,478.9,,,76,0,,,,,1500-2000,8,Trace of precipitation,6
14.07.2008 02:00,12.4,478.2,,,69,0,,,,19.7,1500-2000,6.9,Trace of precipitation,6
13.07.2008 20:00,18.1,476.8,,,48,0,,,,,1500-2000,6.9,,
13.07.2008 14:00,16.7,478.4,,,54,2,,,10.1,,1500-2000,7.4,,
13.07.2008 08:00,10.6,478.3,,,83,1,,,,,2000-2500,7.8,0.2,6
13.07.2008 02:00,12.1,478.4,,,80,0,,,,18.2,1500-2000,8.8,0.8,6
12.07.2008 20:00,16.1,476.5,,,62,1,,,,,1500-2000,8.8,,
12.07.2008 14:00,15.9,478.4,,,60,1,,,8.4,,1500-2000,8.2,5,6
12.07.2008 08:00,9.1,478.4,,,88,0,,,,,1000-1500,7.2,8,6
12.07.2008 02:00,10.8,479.1,,,80,2,,,,18.8,1500-2000,7.5,3,6
11.07.2008 20:00,12.1,477.2,,,76,2,,,,,1500-2000,8,3,6
11.07.2008 14:00,13.6,479,,,72,1,,,9.3,,1000-1500,8.7,3,6
11.07.2008 08:00,9.4,479.3,,,89,1,,,,,1000-1500,7.7,8,6
11.07.2008 02:00,9.9,480,,,87,2,,,,24.7,1500-2000,7.8,7,6
10.07.2008 20:00,19.2,476.8,,,40,5,,,,,1500-2000,5.3,,
10.07.2008 14:00,18.8,479.6,,,34,0,,,11.3,,1500-2000,2.6,,
10.07.2008 08:00,12.4,479.9,,,56,1,,,,,2000-2500,3.9,,
10.07.2008 02:00,14.9,479.2,,,42,3,,,,23.9,2000-2500,2.1,,
09.07.2008 20:00,21.8,476.8,,,25,0,,,,,1500-2000,0.9,,
09.07.2008 14:00,20.3,479.4,,,32,3,,,9.1,,1500-2000,3.1,,
09.07.2008 08:00,11,479.6,,,61,1,,,,,2000-2500,3.8,,
09.07.2008 02:00,16,478.2,,,33,3,,,,23.8,2000-2500,-0.3,,
08.07.2008 20:00,23,475.6,,,22,2,,,,,1500-2000,0.2,,
08.07.2008 14:00,20.3,478,,,31,1,,,9.4,,1500-2000,2.6,,
08.07.2008 08:00,10.2,478.5,,,61,0,,,,,2000-2500,3,,
08.07.2008 02:00,13.3,478.1,,,52,2,,,,23.2,2000-2500,3.7,,
07.07.2008 20:00,20.7,476,,,28,1,,,,,1500-2000,1.6,,
07.07.2008 14:00,19.8,478.1,,,36,1,,,8,,1500-2000,4.3,,
07.07.2008 08:00,9.4,478.7,,,72,0,,,,,,4.6,,
07.07.2008 02:00,10.6,478,,,75,0,,,,23.7,,6.4,,
06.07.2008 20:00,20.4,477.1,,,21,3,,,,,1500-2000,-2.6,,
06.07.2008 14:00,20.4,479.1,,,18,1,,,4.8,,1500-2000,-4.7,,
06.07.2008 08:00,6.4,479.7,,,87,0,,,,,,4.4,,
06.07.2008 02:00,10,479.2,,,65,0,,,,22.4,,3.7,,
05.07.2008 20:00,19.3,477.8,,,24,1,,,,,1500-2000,-1.8,,
05.07.2008 14:00,19.4,479.5,,,28,3,,,7.6,,1500-2000,0.4,,
05.07.2008 08:00,8.5,479.7,,,94,0,,,,,2000-2500,7.6,,
05.07.2008 02:00,10.4,479.4,,,90,0,,,,18.2,2000-2500,8.8,,
04.07.2008 20:00,17.1,478.1,,,52,3,,,,,2000-2500,7.2,,
04.07.2008 14:00,15.4,480.4,,,59,3,,,8.7,,1500-2000,7.4,,
04.07.2008 08:00,9.6,480.4,,,87,0,,,,,600-1000,7.5,3,6
04.07.2008 02:00,9.4,480.8,,,89,0,,,,20.7,1500-2000,7.7,11,6
03.07.2008 20:00,17.7,477.8,,,49,3,,,,,1500-2000,6.9,Trace of precipitation,6
03.07.2008 14:00,16.4,479.8,,,61,2,,,7.8,,1500-2000,8.9,,
03.07.2008 08:00,8.4,480.3,,,87,0,,,,,2000-2500,6.4,15,6
03.07.2008 02:00,10.5,480,,,81,0,,,,21.7,1500-2000,7.4,2,6
02.07.2008 20:00,17.6,477.1,,,46,1,,,,,1500-2000,5.9,,
02.07.2008 14:00,18.9,478.6,,,47,3,,,11.7,,1500-2000,7.4,,
02.07.2008 08:00,12.1,479.3,,,75,0,,,,,2000-2500,7.8,,
02.07.2008 02:00,12.2,479.4,,,78,2,,,,22.9,1500-2000,8.5,4,6
01.07.2008 20:00,18,476.9,,,49,2,,,,,1500-2000,7.1,0.1,6
01.07.2008 14:00,20.7,478.5,,,34,1,,,11.2,,1500-2000,4.3,,
01.07.2008 08:00,12.9,478.7,,,66,2,,,,,2000-2500,6.7,2,6
01.07.2008 02:00,15.3,478,,,49,1,,,,21.5,1500-2000,4.7,,
30.06.2008 20:00,18.9,476,,,44,1,,,,,1500-2000,6.4,,
30.06.2008 14:00,18.2,478.2,,,53,3,,,9.9,,1500-2000,8.5,,
30.06.2008 08:00,10.3,479,,,81,1,,,,,600-1000,7.2,2,6
30.06.2008 02:00,14.4,478.1,,,63,5,,,,21.4,1500-2000,7.5,0.2,6
29.06.2008 20:00,20.8,475.4,,,36,0,,,,,1500-2000,5.2,Trace of precipitation,6
29.06.2008 14:00,19.1,477.8,,,37,3,,,10.8,,1500-2000,4.1,,
29.06.2008 08:00,11.1,478.4,,,73,0,,,,,2000-2500,6.4,,
29.06.2008 02:00,12.8,478,,,63,2,,,,20.2,1500-2000,5.9,,
28.06.2008 20:00,14.3,477.2,,,57,2,,,,,1500-2000,5.9,0.5,6
28.06.2008 14:00,19.7,478.5,,,30,1,,,9,,1500-2000,1.7,,
28.06.2008 08:00,10.4,479.6,,,64,0,,,,,2000-2500,3.9,,
28.06.2008 02:00,13.7,478.8,,,50,2,,,,21.9,"2500 or more, or no clouds.",3.5,,
27.06.2008 20:00,20.9,478.1,,,18,2,,,,,1500-2000,-4.3,,
27.06.2008 14:00,19.2,480.8,,,20,3,,,8.6,,1500-2000,-4.3,,
27.06.2008 08:00,10.1,481.4,,,63,0,,,,,2000-2500,3.4,,
27.06.2008 02:00,13.3,481,,,44,0,,,,21.7,2000-2500,1.3,,
26.06.2008 20:00,18.7,479.8,,,25,1,,,,,2000-2500,-1.7,,
26.06.2008 14:00,19.1,481.5,,,25,3,,,7.8,,1500-2000,-1.4,,
26.06.2008 08:00,9.4,481.6,,,91,0,,,,,2000-2500,8,,
26.06.2008 02:00,9.5,481,,,88,0,,,,21.4,2000-2500,7.6,1,6
25.06.2008 20:00,16,479.1,,,50,2,,,,,1500-2000,5.6,,
25.06.2008 14:00,19.5,479.2,,,38,1,,,9.7,,1500-2000,4.8,,
25.06.2008 08:00,10.4,479.5,,,77,0,,,,,2000-2500,6.5,,
25.06.2008 02:00,14.2,478.3,,,63,0,,,,20.8,1500-2000,7.3,,
24.06.2008 20:00,19.1,476.8,,,40,0,,,,,1500-2000,5.2,,
24.06.2008 14:00,18.2,478.4,,,50,3,,,10.7,,1500-2000,7.6,Trace of precipitation,6
24.06.2008 08:00,11.4,478.8,,,70,2,,,,,2000-2500,6.1,,
