Local time in Dadeldhura,T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
20.06.2015 05:45,18.4,606.2,,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,18.4,,
19.06.2015 17:45,24.3,612.7,7,69,Wind blowing from the south-southwest,1,40%.,,26.3,40%.,300-600,6,18.3,No precipitation,9
19.06.2015 14:45,25.8,605.7,-1.1,66,Wind blowing from the east,2,60%.,,,20–30%.,300-600,6,19,,
19.06.2015 11:45,22.9,606.8,0,78,Wind blowing from the north-west,2,"90  or more, but not 100%",,,50%.,300-600,6,18.9,,
19.06.2015 08:45,17.1,606.8,0.7,95,Wind blowing from the west,2,100%.,16.5,,20–30%.,200-300,1,16.3,9,24
19.06.2015 05:45,18.3,606.1,,100,Wind blowing from the east,4,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.4,18.3,,
18.06.2015 17:45,25.2,605.2,-0.6,59,Wind blowing from the west-southwest,2,"10%  or less, but not 0",,27.3,"10%  or less, but not 0",300-600,6,16.6,No precipitation,9
18.06.2015 14:45,26.4,605.8,-1.2,57,Wind blowing from the west,2,20–30%.,,,20–30%.,200-300,6,17.2,,
18.06.2015 11:45,23.3,607,,67,Wind blowing from the west,1,20–30%.,,,20–30%.,300-600,6,16.8,,
18.06.2015 08:45,17,,,94,"Calm, no wind",0,70 – 80%.,14.5,,50%.,300-600,6,16,40,24
18.06.2015 05:45,14.8,606.1,,100,Wind blowing from the east,4,100%.,,,20–30%.,200-300,3,14.8,,
17.06.2015 17:45,24.5,604.6,-0.9,65,Wind blowing from the south-west,2,"10%  or less, but not 0",,28.5,"10%  or less, but not 0",200-300,5,17.5,No precipitation,9
17.06.2015 14:45,28.2,605.5,-1.1,48,Wind blowing from the west,3,50%.,,,20–30%.,200-300,6,16.1,,
17.06.2015 11:45,27.4,606.6,-0.3,50,Wind blowing from the west,2,40%.,,,20–30%.,300-600,5,16,,
17.06.2015 08:45,18,606.9,5,90,Wind blowing from the east,2,70 – 80%.,16.9,,70 – 80%.,100-200,2,16.3,1,24
17.06.2015 05:45,17,601.9,,99,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,16.8,,
16.06.2015 17:45,23.6,605.1,-0.9,63,Wind blowing from the south,2,60%.,,28.6,20–30%.,200-300,6,16.1,No precipitation,9
16.06.2015 14:45,26.4,606,-0.9,48,Wind blowing from the south-southwest,3,"90  or more, but not 100%",,,20–30%.,200-300,6,14.5,,
16.06.2015 11:45,25.8,606.9,-0.1,47,Wind blowing from the south-southwest,2,50%.,,,20–30%.,200-300,,13.5,,
16.06.2015 08:45,22,607,0.5,71,Wind blowing from the east,1,20–30%.,16.6,,"10%  or less, but not 0",300-600,4,16.4,No precipitation,24
16.06.2015 05:45,16.7,606.5,,92,Wind blowing from the west,2,50%.,,,20–30%.,300-600,2,15.3,,
15.06.2015 17:45,23.6,605.2,-0.3,70,Wind blowing from the east,2,70 – 80%.,,23.6,40%.,300-600,6,17.7,No precipitation,9
15.06.2015 14:45,24.6,605.5,,57,Wind blowing from the south,2,70 – 80%.,,,20–30%.,300-600,6,15.4,,
15.06.2015 08:45,22.2,606.4,0.5,62,Wind blowing from the south,2,20–30%.,15.4,,20–30%.,300-600,5,14.5,Trace of precipitation,24
15.06.2015 05:45,15.3,605.9,,87,Wind blowing from the east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",100-200,2,13.2,,
14.06.2015 17:45,19.6,605.5,-0.8,72,"Calm, no wind",0,"90  or more, but not 100%",,22.1,60%.,600-1000,5,14.4,Trace of precipitation,9
14.06.2015 14:45,21.3,606.3,-0.7,65,Wind blowing from the south-southwest,1,100%.,,,100%.,200-300,4,14.5,,
14.06.2015 11:45,21.4,607,,66,Wind blowing from the west,1,"90  or more, but not 100%",,,20–30%.,200-300,5,14.7,,
14.06.2015 08:45,17.7,606.7,1.5,72,Wind blowing from the south,1,100%.,15.4,,20–30%.,200-300,3,12.6,No precipitation,24
14.06.2015 05:45,15.2,605.2,,80,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,4,11.7,,
13.06.2015 17:45,23.4,604.9,-0.6,50,Wind blowing from the east,2,20–30%.,,25.8,20–30%.,300-600,6,12.4,No precipitation,9
13.06.2015 14:45,25.1,605.5,-1.2,37,Wind blowing from the east,2,50%.,,,20–30%.,200-300,6,9.3,,
13.06.2015 11:45,18.7,606.7,0.4,72,Wind blowing from the south,1,100%.,,,20–30%.,200-300,2,13.6,,
13.06.2015 08:45,19.1,606.3,0.6,65,Wind blowing from the east,2,50%.,15.5,,"10%  or less, but not 0",300-600,4.5,12.3,No precipitation,24
13.06.2015 05:45,16,605.7,,73,"Calm, no wind",0,20–30%.,,,20–30%.,300-600,4,11.2,,
12.06.2015 17:45,24.8,604.8,,57,Wind blowing from the south-southwest,3,50%.,,30.7,20–30%.,200-300,6,15.8,No precipitation,9
12.06.2015 11:45,28.2,606.6,-0.1,44,Wind blowing from the south,2,20–30%.,,,"10%  or less, but not 0",300-600,4,14.9,,
12.06.2015 08:45,23.2,606.7,1.2,61,Wind blowing from the south-east,2,no clouds,17.2,,,,4,15.3,No precipitation,24
12.06.2015 05:45,17.1,605.5,,82,Wind blowing from the east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,3,13.9,,
11.06.2015 17:45,25.9,605.5,-1.1,55,Wind blowing from the west,3,40%.,,30.3,20–30%.,200-300,5,16.2,No precipitation,9
11.06.2015 14:45,27.6,606.6,-1.1,51,Wind blowing from the west-southwest,2,60%.,,,40%.,300-600,4.5,16.6,,
11.06.2015 11:45,28,607.7,,53,Wind blowing from the south,2,20–30%.,,,"10%  or less, but not 0",100-200,2.5,17.6,,
11.06.2015 05:45,19.8,606.5,,80,Wind blowing from the east,2,no clouds,,,,,3,16.3,,
10.06.2015 17:45,26.2,605.4,-0.6,50,Wind blowing from the south,2,no clouds,,31.7,,,4.5,15.1,No precipitation,9
10.06.2015 14:45,30.8,606,-0.6,26,Wind blowing from the east,2,"10%  or less, but not 0",,,20–30%.,300-600,4,8.9,,
10.06.2015 11:45,28.8,606.6,0.7,30,Wind blowing from the south-east,2,40%.,,,"10%  or less, but not 0",300-600,6,9.3,,
10.06.2015 08:45,24.6,605.9,0.3,38,Wind blowing from the east,2,20–30%.,20.1,,"10%  or less, but not 0",300-600,4,9.5,No precipitation,24
10.06.2015 05:45,20,605.6,,59,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,3,11.7,,
09.06.2015 17:45,28.6,605.5,-0.6,34,Wind blowing from the south-west,2,60%.,,31.5,20–30%.,300-600,4,11.1,No precipitation,9
09.06.2015 14:45,30.8,606.1,-1,24,Wind blowing from the south,2,40%.,,,"10%  or less, but not 0",300-600,4,7.7,,
09.06.2015 11:45,28.8,607.1,-0.2,35,Wind blowing from the south,2,20–30%.,,,20–30%.,300-600,5,11.8,,
09.06.2015 08:45,24.4,607.3,0.6,44,Wind blowing from the east,1,20–30%.,19.3,,"10%  or less, but not 0",300-600,5,11.4,No precipitation,24
09.06.2015 05:45,19,606.7,,56,"Calm, no wind",0,50%.,,,"10%  or less, but not 0",300-600,4,10,,
08.06.2015 17:45,24.4,606.3,-1.2,43,Wind blowing from the south-southeast,2,20–30%.,,30.5,"10%  or less, but not 0",300-600,6,11,No precipitation,9
08.06.2015 14:45,29.6,607.5,-0.7,30,Wind blowing from the north-west,2,20–30%.,,,20–30%.,300-600,6,10.1,,
08.06.2015 11:45,28.6,608.2,0.4,33,Wind blowing from the south,3,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,6,10.6,,
08.06.2015 08:45,25.1,607.8,,48,Wind blowing from the east,1,no clouds,18.2,,,,4,13.4,No precipitation,24
07.06.2015 14:45,29.1,606.8,-0.9,38,Wind blowing from the south,2,20–30%.,,,20–30%.,300-600,4.5,13.2,,
07.06.2015 11:45,27.1,607.7,,41,Wind blowing from the west,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,4.5,12.6,,
07.06.2015 05:45,17.3,606.8,,63,Wind blowing from the east,3,no clouds,,,,,4,10.2,,
06.06.2015 17:45,24.3,606.2,-0.9,38,Wind blowing from the south-southwest,2,no clouds,,29.4,,,5,9,No precipitation,9
06.06.2015 14:45,28.7,607.1,,28,Wind blowing from the south,1,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,5,8.5,,
06.06.2015 08:45,24,608.5,0.8,50,Wind blowing from the east,1,40%.,17.5,,20–30%.,200-300,4,13,No precipitation,24
06.06.2015 05:45,17.2,607.7,,57,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,4,8.6,,
05.06.2015 17:45,24.9,607.8,-1.3,45,Wind blowing from the south-southwest,2,no clouds,,28.8,,,5,12.1,No precipitation,9
05.06.2015 14:45,28.6,609.1,-0.9,41,Wind blowing from the west-southwest,2,20–30%.,,,20–30%.,300-600,5,14.1,,
05.06.2015 11:45,26.7,610,0.4,44,Wind blowing from the south,2,20–30%.,,,20–30%.,300-600,5,13.4,,
05.06.2015 08:45,22.6,609.6,1.1,63,Wind blowing from the south,2,20–30%.,17.3,,,"2500 or more, or no clouds.",4,15.1,Trace of precipitation,24
05.06.2015 05:45,17.8,608.5,,78,Wind blowing from the east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,3,13.8,,
04.06.2015 17:45,22.5,608.9,-1.4,60,"Calm, no wind",0,40%.,,25.7,"10%  or less, but not 0",300-600,4,14.4,Trace of precipitation,9
04.06.2015 14:45,21,610.3,,67,Wind blowing from the west,2,"90  or more, but not 100%",,,,"2500 or more, or no clouds.",4,14.5,,
04.06.2015 08:45,22.1,610.3,-1.3,42,Wind blowing from the east,2,"90  or more, but not 100%",18.1,,40%.,300-600,5,8.4,No precipitation,24
04.06.2015 05:45,18.4,611.6,,51,Wind blowing from the east,2,60%.,,,20–30%.,300-600,4,8,,
03.06.2015 17:45,26.2,608.6,-0.7,33,Wind blowing from the south-southwest,2,20–30%.,,29.4,20–30%.,300-600,6,8.7,No precipitation,9
03.06.2015 14:45,28.8,609.3,,35,Wind blowing from the west,3,20–30%.,,,20–30%.,300-600,7,11.8,,
03.06.2015 08:45,22.2,609.8,1.5,41,Wind blowing from the east,2,no clouds,15.1,,,,7,8.4,Trace of precipitation,9
03.06.2015 05:45,16,608.3,,52,Wind blowing from the east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,6,6.1,,
02.06.2015 17:45,19.3,609,-7.6,56,Wind blowing from the east,1,50%.,,23.7,"10%  or less, but not 0",300-600,7,10.2,Trace of precipitation,9
02.06.2015 14:45,20,616.6,,56,Wind blowing from the south,2,100%.,,,60%.,200-300,5,10.9,,
02.06.2015 11:45,22.4,609.5,1,49,Wind blowing from the south,1,"90  or more, but not 100%",,,20–30%.,300-600,6,11,,
02.06.2015 08:45,19.6,608.5,1.5,42,Wind blowing from the east,2,100%.,15.9,,50%.,600-1000,7,6.3,No precipitation,24
02.06.2015 05:45,16.2,607,,51,Wind blowing from the south-east,3,100%.,,,20–30%.,200-300,3,6.1,,
01.06.2015 17:45,22.2,607.6,-0.1,37,Wind blowing from the west,2,"90  or more, but not 100%",,25.9,20–30%.,200-300,6,6.9,No precipitation,9
01.06.2015 14:45,23.1,607.7,-0.7,85,Wind blowing from the east,2,"90  or more, but not 100%",,,20–30%.,200-300,6,20.4,,
01.06.2015 11:45,20.1,608.4,1.5,51,Wind blowing from the west,3,"90  or more, but not 100%",,,20–30%.,200-300,6,9.5,,
01.06.2015 08:45,21,606.9,1.6,46,Wind blowing from the south-east,2,50%.,15,,"10%  or less, but not 0",300-600,6,8.9,3,24
01.06.2015 05:45,15.4,605.3,,56,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,4,6.5,,
31.05.2015 17:45,17.2,607.7,-0.5,69,Wind blowing from the east,1,"10%  or less, but not 0",,29.4,"10%  or less, but not 0",200-300,7,11.5,3,9
31.05.2015 14:45,22.1,608.2,-0.5,36,Wind blowing from the west,5,"90  or more, but not 100%",,,20–30%.,200-300,4,6.2,,
31.05.2015 11:45,26.7,608.7,0.2,36,Wind blowing from the west-southwest,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,6,10.5,,
31.05.2015 08:45,23,608.5,1,52,Wind blowing from the east-southeast,1,no clouds,16.4,,,,6,12.5,No precipitation,24
31.05.2015 05:45,16.2,607.5,,64,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,5,9.4,,
30.05.2015 17:45,24.4,607.6,-0.7,48,Wind blowing from the south,2,20–30%.,,29.8,20–30%.,300-600,6,12.5,No precipitation,9
30.05.2015 14:45,28.8,608.3,-0.2,42,Wind blowing from the south,2,40%.,,,20–30%.,300-600,6,14.5,,
30.05.2015 11:45,27.8,608.5,-0.3,36,Wind blowing from the east,2,20–30%.,,,20–30%.,"2500 or more, or no clouds.",7,11.2,,
30.05.2015 08:45,24.2,608.8,0.9,45,Wind blowing from the east,1,no clouds,18.5,,,,6,11.6,No precipitation,24
30.05.2015 05:45,18.8,607.9,,55,"Calm, no wind",0,no clouds,,,,,4,9.6,,
29.05.2015 17:45,27.2,607.1,-0.9,48,Wind blowing from the east,2,"10%  or less, but not 0",,29.5,"10%  or less, but not 0",300-600,6,15.2,No precipitation,9
29.05.2015 14:45,29,608,0.1,27,Wind blowing from the east,1,20–30%.,,,20–30%.,300-600,7,8.2,,
29.05.2015 11:45,27,607.9,-0.4,31,Wind blowing from the south,2,no clouds,,,,,7,8.2,,
29.05.2015 08:45,23.7,608.3,0.7,52,Wind blowing from the west,2,no clouds,17.5,,,,7,13.2,No precipitation,24
29.05.2015 05:45,17.7,607.6,,73,Wind blowing from the east,3,no clouds,,,,,2,12.7,,
28.05.2015 17:45,24.4,607.1,-0.4,40,Wind blowing from the east,3,no clouds,,27.8,,,7,9.8,No precipitation,9
28.05.2015 14:45,27.3,607.5,-0.5,39,Wind blowing from the east,2,70 – 80%.,,,40%.,300-600,7,12.1,,
28.05.2015 11:45,25.3,608,0.1,36,Wind blowing from the east,1,50%.,,,,"2500 or more, or no clouds.",7,9.3,,
28.05.2015 08:45,22.1,607.9,0.6,56,"Calm, no wind",0,no clouds,12.7,,,,6,12.9,12,24
28.05.2015 05:45,16,607.3,,56,"Calm, no wind",0,no clouds,,,,,4,7.1,,
27.05.2015 17:45,24.6,607.1,-0.8,37,Wind blowing from the west,4,70 – 80%.,,29.6,20–30%.,200-300,6,8.8,No precipitation,9
27.05.2015 14:45,28.2,607.9,-0.8,22,Wind blowing from the west,5,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,6,4.6,,
27.05.2015 11:45,27.2,608.7,-0.2,29,Wind blowing from the west,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,5,7.6,,
27.05.2015 08:45,22.4,608.9,1.3,41,Wind blowing from the east,1,no clouds,16,,,,5,8.4,No precipitation,24
27.05.2015 05:45,16.2,607.6,,50,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,4,5.6,,
26.05.2015 17:45,23.8,607.5,-0.7,44,Wind blowing from the west,2,"90  or more, but not 100%",,29.4,20–30%.,200-300,5,10.7,No precipitation,9
26.05.2015 14:45,28.9,608.2,-0.4,33,Wind blowing from the west-southwest,4,60%.,,,20–30%.,200-300,5,10.9,,
26.05.2015 11:45,26.6,608.6,0.1,37,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,7,10.7,,
26.05.2015 08:45,19.3,608.5,1.5,50,Wind blowing from the east,2,20–30%.,16.4,,20–30%.,300-600,5,8.6,0.6,24
26.05.2015 05:45,16.4,607,,55,Wind blowing from the south-east,4,20–30%.,,,20–30%.,300-600,3,7.3,,
25.05.2015 17:45,24.7,606.2,-0.5,42,Wind blowing from the west,4,"10%  or less, but not 0",,29.8,"10%  or less, but not 0",300-600,3,11,No precipitation,9
25.05.2015 14:45,29.1,606.7,-0.6,25,Wind blowing from the west,4,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,4,7.1,,
25.05.2015 11:45,27.8,607.3,0.4,29,Wind blowing from the south-west,3,"10%  or less, but not 0",,,50%.,300-600,6,8.2,,
25.05.2015 08:45,24.2,606.9,,44,Wind blowing from the east-southeast,1,no clouds,16.9,,,,7,11.2,No precipitation,24
24.05.2015 17:45,26.1,606.1,-0.5,36,Wind blowing from the west-southwest,2,40%.,,29.6,20–30%.,200-300,5,9.8,No precipitation,9
24.05.2015 14:45,29,606.6,-0.4,26,Wind blowing from the south,3,20–30%.,,,20–30%.,300-600,7,7.6,,
24.05.2015 11:45,27.6,607,0.4,29,Wind blowing from the south,2,20–30%.,,,20–30%.,300-600,7,7.9,,
24.05.2015 08:45,22.1,606.6,0.8,38,Wind blowing from the east,1,60%.,17.7,,40%.,300-600,4,6.9,No precipitation,24
24.05.2015 05:45,17.8,605.8,,47,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,3,6.2,,
23.05.2015 17:45,25.4,604.9,-0.8,28,Wind blowing from the south-west,2,50%.,,29.7,20–30%.,200-300,7,5.4,No precipitation,9
23.05.2015 14:45,38.7,605.7,-0.8,5,Wind blowing from the south,2,60%.,,,40%.,300-600,7,-8.2,,
23.05.2015 11:45,28.3,606.5,0.3,24,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,7,5.8,,
23.05.2015 08:45,24.4,606.2,1.3,40,Wind blowing from the east,1,no clouds,16.6,,,,5,9.8,No precipitation,24
23.05.2015 05:45,16.7,604.9,,54,Wind blowing from the east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,4,7.3,,
22.05.2015 17:45,25,604.6,-1.8,25,Wind blowing from the east,2,no clouds,,29.5,,,7,3.4,No precipitation,9
22.05.2015 14:45,29.2,606.4,-0.6,21,Wind blowing from the west-southwest,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,7,4.5,,
22.05.2015 11:45,27.5,607,0,24,Wind blowing from the north-east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,7,4.9,,
22.05.2015 08:45,23.6,607,0.6,48,Wind blowing from the east,1,no clouds,17.2,,,,7,11.9,No precipitation,24
22.05.2015 05:45,17.2,606.4,,58,"Calm, no wind",0,no clouds,,,,,6,8.9,,
21.05.2015 17:45,25.1,605.4,-1.9,47,Wind blowing from the north-west,2,40%.,,27.8,100%.,300-600,7,13,No precipitation,9
21.05.2015 14:45,27.2,607.3,-0.9,27,Wind blowing from the south-southwest,4,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,7,6.5,,
21.05.2015 11:45,26,608.2,0.4,31,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,6,7.7,,
21.05.2015 08:45,21.8,607.8,1,59,Wind blowing from the east-southeast,1,no clouds,15.6,,,,6,13.3,No precipitation,24
21.05.2015 05:45,15.6,606.8,,70,Wind blowing from the east,2,no clouds,,,,,3,10.2,,
20.05.2015 17:45,23.2,607.6,0.2,63,Wind blowing from the east,2,60%.,,28.8,20–30%.,200-300,7,15.7,Trace of precipitation,9
20.05.2015 14:45,28.4,607.4,-0.8,24,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,7,5.8,,
20.05.2015 11:45,26.5,608.2,0.1,57,Wind blowing from the south-southwest,2,20–30%.,,,20–30%.,300-600,4.5,17.2,,
20.05.2015 08:45,21.8,608.1,0.8,67,Wind blowing from the south-east,2,"10%  or less, but not 0",16.6,,,"2500 or more, or no clouds.",4,15.3,No precipitation,24
20.05.2015 05:45,16.6,607.3,,85,"Calm, no wind",0,20–30%.,,,20–30%.,300-600,3,14,,
19.05.2015 17:45,24.8,606.5,-1.1,66,Wind blowing from the west-southwest,2,20–30%.,,27.9,"10%  or less, but not 0",300-600,5,18,No precipitation,9
19.05.2015 14:45,27.2,607.6,,47,Wind blowing from the south-southwest,4,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,5,14.8,,
19.05.2015 08:45,21,608.5,1.1,77,Wind blowing from the east,2,"10%  or less, but not 0",16.2,,"10%  or less, but not 0",300-600,3,16.7,No precipitation,24
19.05.2015 05:45,16.1,607.4,,93,"Calm, no wind",0,no clouds,,,,,2,15,,
18.05.2015 17:45,23.7,606.7,-1.1,74,Wind blowing from the east,1,"10%  or less, but not 0",,26.4,"10%  or less, but not 0",200-300,3,18.8,,
18.05.2015 14:45,24.4,607.8,-1,57,Wind blowing from the west-southwest,2,70 – 80%.,,,20–30%.,200-300,4.5,15.2,,
18.05.2015 11:45,21.9,608.8,0.3,74,Wind blowing from the east-southeast,1,60%.,,,20–30%.,200-300,2.8,17.1,,
18.05.2015 08:45,20.6,608.5,1.1,74,"Calm, no wind",0,20–30%.,15.9,,20–30%.,300-600,3,15.8,No precipitation,24
18.05.2015 05:45,16,607.4,,89,Wind blowing from the east,1,50%.,,,50%.,300-600,3,14.2,,
17.05.2015 17:45,23,606.8,-0.7,59,Wind blowing from the west-southwest,3,40%.,,26.5,20–30%.,300-600,6,14.6,No precipitation,9
17.05.2015 14:45,25.5,607.5,-0.6,51,Wind blowing from the west-southwest,4,60%.,,,20–30%.,200-300,7,14.5,,
17.05.2015 11:45,24.3,608.1,0.5,54,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,7,14.4,,
17.05.2015 08:45,21.4,607.6,-0.2,58,Wind blowing from the east-southeast,3,20–30%.,14.9,,"10%  or less, but not 0",300-600,6,12.7,No precipitation,24
17.05.2015 05:45,14.8,607.8,,75,Wind blowing from the east,1,"90  or more, but not 100%",,,,"2500 or more, or no clouds.",3,10.4,,
16.05.2015 17:45,22.1,607.5,-0.7,58,Wind blowing from the south,1,60%.,,24.5,20–30%.,200-300,7,13.3,No precipitation,9
16.05.2015 14:45,23.4,608.2,-1,39,Wind blowing from the east,3,40%.,,,20–30%.,300-600,7,8.5,,
16.05.2015 11:45,20.8,609.2,-0.2,50,Wind blowing from the east,3,50%.,,,20–30%.,300-600,7,9.9,,
16.05.2015 08:45,18.7,609.4,1.6,68,Wind blowing from the east,2,50%.,14.1,,"10%  or less, but not 0",300-600,5,12.6,No precipitation,24
16.05.2015 05:45,14,607.8,,74,Wind blowing from the east-southeast,1,40%.,,,"10%  or less, but not 0",300-600,3,9.3,,
15.05.2015 17:45,20.8,608.2,-0.7,56,Wind blowing from the south-southeast,4,"10%  or less, but not 0",,26.7,20–30%.,200-300,7,11.7,No precipitation,9
15.05.2015 14:45,24.7,608.9,-1.5,49,Wind blowing from the east,2,60%.,,,20–30%.,300-600,7,13.2,,
15.05.2015 11:45,24.1,610.4,0.5,48,Wind blowing from the east,1,50%.,,,20–30%.,300-600,7,12.5,,
15.05.2015 08:45,21.4,609.9,0.7,59,Wind blowing from the south-east,2,"10%  or less, but not 0",15.3,,,"2500 or more, or no clouds.",6,13.1,No precipitation,24
15.05.2015 05:45,15.4,609.2,,71,Wind blowing from the east,1,20–30%.,,,"10%  or less, but not 0",300-600,4,10.2,,
14.05.2015 17:45,23,609.5,-0.7,52,Wind blowing from the south-southwest,2,"90  or more, but not 100%",,25.4,20–30%.,300-600,7,12.5,No precipitation,9
14.05.2015 14:45,22.7,610.2,-0.9,45,Wind blowing from the west,3,"90  or more, but not 100%",,,20–30%.,300-600,7,10,,
14.05.2015 11:45,23.2,611.1,1,47,Wind blowing from the west-southwest,2,60%.,,,20–30%.,300-600,7,11.2,,
14.05.2015 08:45,21.2,610.1,1.2,53,Wind blowing from the east,1,40%.,14.7,,"10%  or less, but not 0",300-600,6,11.2,No precipitation,24
14.05.2015 05:45,15.2,608.9,,67,Wind blowing from the south-east,2,no clouds,,,,,3,9,,
13.05.2015 17:45,21.7,608.5,-0.8,60,Wind blowing from the west,4,"90  or more, but not 100%",,27,20–30%.,200-300,7,13.5,No precipitation,9
13.05.2015 14:45,26.4,609.3,-1.1,31,Wind blowing from the west-southwest,3,70 – 80%.,,,40%.,300-600,7,7.9,,
13.05.2015 11:45,24.2,610.4,0.6,45,Wind blowing from the west-southwest,3,40%.,,,20–30%.,300-600,6,11.6,,
13.05.2015 08:45,22.2,609.8,1.1,65,Wind blowing from the south-east,2,40%.,15.7,,"10%  or less, but not 0",300-600,3,15.3,No precipitation,24
13.05.2015 05:45,15.8,608.7,,84,"Calm, no wind",0,50%.,,,"10%  or less, but not 0",300-600,2,13.1,,
12.05.2015 17:45,22.8,,,56,Wind blowing from the south,2,"10%  or less, but not 0",,26.3,"10%  or less, but not 0",300-600,6,13.4,No precipitation,9
12.05.2015 11:45,19.7,610.8,1,72,Wind blowing from the west,3,"90  or more, but not 100%",,,20–30%.,600-1000,2.8,14.4,,
12.05.2015 08:45,18.4,609.8,,72,Wind blowing from the east,2,70 – 80%.,14.5,,"10%  or less, but not 0",300-600,4,13.2,2,24
12.05.2015 05:45,14.8,,,82,Wind blowing from the east-southeast,3,60%.,,,"10%  or less, but not 0",300-600,2.5,11.7,,
11.05.2015 17:45,23.2,608.2,-1.2,69,Wind blowing from the east,2,70 – 80%.,,27.7,"10%  or less, but not 0",200-300,4,17.2,0.6,9
11.05.2015 14:45,20.4,609.4,-0.6,54,Wind blowing from the east,2,"90  or more, but not 100%",,,20–30%.,200-300,5,10.6,,
11.05.2015 11:45,25.8,610,0.2,48,Wind blowing from the east,1,40%.,,,20–30%.,200-300,6,13.9,,
11.05.2015 08:45,20.9,609.8,1,57,Wind blowing from the east,2,no clouds,16.5,,,,3,12.1,No precipitation,24
11.05.2015 05:45,16.4,608.8,,63,Wind blowing from the east-southeast,2,20–30%.,,,"10%  or less, but not 0",300-600,2,9.2,,
10.05.2015 17:45,24.4,607.5,-1,44,Wind blowing from the south,2,40%.,,28,20–30%.,300-600,4,11.4,No precipitation,9
10.05.2015 14:45,27.3,608.5,-3.3,32,Wind blowing from the south,4,40%.,,,20–30%.,300-600,4,9.3,,
10.05.2015 11:45,25.7,611.8,2.3,34,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,4,8.8,,
10.05.2015 08:45,21.6,609.5,1,77,Wind blowing from the east,1,no clouds,16.5,,,,4,17.3,No precipitation,24
10.05.2015 05:45,16.6,608.5,,93,Wind blowing from the south,2,no clouds,,,,,2,15.5,,
09.05.2015 08:45,21.2,609.3,1,72,"Calm, no wind",0,no clouds,16.7,,,,2.5,16,No precipitation,24
09.05.2015 05:45,17,608.3,,70,"Calm, no wind",0,no clouds,,,,,3,11.5,,
08.05.2015 17:45,23.5,607.9,-0.6,62,Wind blowing from the south-southwest,5,70 – 80%.,,26.8,20–30%.,200-300,4,15.9,No precipitation,9
08.05.2015 14:45,25.1,608.5,-1.2,55,Wind blowing from the north-west,1,"10%  or less, but not 0",,,20–30%.,300-600,5,15.4,,
08.05.2015 11:45,24.4,609.7,0.3,53,Wind blowing from the east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,5,14.2,,
08.05.2015 08:45,21,609.4,1,65,"Calm, no wind",0,no clouds,16.1,,,,4,14.1,No precipitation,24
08.05.2015 05:45,16,608.4,,81,"Calm, no wind",0,50%.,,,20–30%.,300-600,3,12.7,,
07.05.2015 17:45,24.1,607.9,-0.9,48,Wind blowing from the south,2,"10%  or less, but not 0",,25.9,"10%  or less, but not 0",600-1000,6,12.5,No precipitation,9
07.05.2015 14:45,25.4,608.8,-0.7,41,Wind blowing from the west,4,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,6,11,,
07.05.2015 11:45,23.5,609.5,-0.6,47,Wind blowing from the east,1,no clouds,,,,,8,11.4,,
07.05.2015 08:45,20.6,610.1,1.6,53,Wind blowing from the south-east,2,no clouds,13.9,,,,6,10.6,2,24
